round_epochs,loss,mean_absolute_error,r_squared,val_loss,val_mean_absolute_error,val_r_squared,activation1,activation2,batch_size,dropout,epochs,loss,neurons1,neurons2,optimizer
50,1.2020674196717291,0.8176286,0.93878907,0.15685833677750408,0.32037634,0.9902085,None,None,128,0.30000000000000004,124,mse,64,256,RMSprop
14,1.2199088942711387,1.219909,0.8665664,0.42055979774714053,0.4205598,0.98413503,<function relu at 0x7f85eb4d27a0>,<function linear at 0x7f85eb4d2a70>,64,0.5,72,mae,128,128,Adam
17,1.428997770722788,1.4289976,0.81746227,0.9245801276062735,0.92458016,0.9407436,None,<function linear at 0x7f85eb4d2a70>,64,0.5,98,mae,256,32,Adam
4,0.9171596970266969,0.91715974,0.9209726,0.38845254275653485,0.38845253,0.9859279,<function relu at 0x7f85eb4d27a0>,<function linear at 0x7f85eb4d2a70>,32,0.2,20,mae,64,128,RMSprop
50,0.9530819071057087,0.9530819,0.9171534,0.43302526538581937,0.43302527,0.9829976,<function relu at 0x7f85eb4d27a0>,None,64,0.30000000000000004,124,mae,32,128,Adam
19,1.1461951636580514,1.1461953,0.88174605,0.6838731865312391,0.6838732,0.96319866,None,None,64,0.5,72,mae,128,64,SGD
8,2.657937730946108,1.2325224,0.8512617,0.30364848077969947,0.4784234,0.9797762,<function relu at 0x7f85eb4d27a0>,<function linear at 0x7f85eb4d2a70>,16,0.2,46,mse,64,32,Adam
23,0.8414160202781056,0.841416,0.92670864,0.37010338431556394,0.37010342,0.9860722,<function relu at 0x7f85eb4d27a0>,None,16,0.30000000000000004,124,mae,128,128,SGD
22,1.2516682785481492,0.8346184,0.9306655,0.7639411699960248,0.80076385,0.94879085,None,<function linear at 0x7f85eb4d2a70>,16,0.30000000000000004,124,mse,128,128,RMSprop
5,2.3909085000643193,1.1840873,0.8434974,0.22900737367957225,0.39986616,0.982998,None,None,8,0.30000000000000004,20,mse,256,32,RMSprop
15,0.8214328806717786,0.821433,0.91938424,1.1531205890410103,1.1531205,0.87896174,None,None,8,0.1,124,mae,256,32,Adam
9,2.0739766081275324,1.100979,0.8897242,1.466246018291327,1.161794,0.9093571,<function relu at 0x7f85eb4d27a0>,<function linear at 0x7f85eb4d2a70>,32,0.2,46,mse,256,64,RMSprop
25,2.687770719544376,1.235235,0.86019754,0.43532897965902667,0.58549213,0.97361416,<function relu at 0x7f85eb4d27a0>,<function linear at 0x7f85eb4d2a70>,64,0.4,124,mse,32,64,RMSprop
12,1.6443850236792399,0.9700488,0.91399443,0.6251947704879209,0.70413446,0.962685,None,None,64,0.4,72,mse,256,64,SGD
6,0.8713863526895149,0.87138635,0.92355335,0.49511027181390715,0.49511027,0.976275,None,<function linear at 0x7f85eb4d2a70>,16,0.2,20,mae,64,64,SGD
34,2.672152330756086,1.226103,0.85991126,0.12860441280205148,0.28382215,0.9921505,None,None,64,0.4,98,mse,128,32,Adam
24,0.7893638690717145,0.7893638,0.93874305,1.0315098932042348,1.0315099,0.9253362,None,<function linear at 0x7f85eb4d2a70>,32,0.30000000000000004,124,mae,128,256,RMSprop
25,0.8003545020271703,0.80035454,0.9345846,0.5618690577909586,0.561869,0.9697801,<function relu at 0x7f85eb4d27a0>,<function linear at 0x7f85eb4d2a70>,16,0.30000000000000004,72,mae,32,256,Adam
17,0.8252267866846461,0.8252268,0.9364891,0.44325392059224994,0.44325393,0.98226947,None,None,128,0.2,20,mae,64,128,SGD
13,1.343466829252607,0.85525733,0.9287634,0.46079166687638173,0.59632087,0.97112083,None,<function linear at 0x7f85eb4d2a70>,32,0.5,72,mse,256,128,SGD
4,2.0003934369135754,1.0671523,0.8702336,1.7467862959640021,1.2122201,0.87705654,<function relu at 0x7f85eb4d27a0>,<function linear at 0x7f85eb4d2a70>,8,0.5,20,mse,128,128,SGD
