round_epochs,loss,mean_absolute_error,r_squared,val_loss,val_mean_absolute_error,val_r_squared,activation1,activation2,batch_size,dropout,epochs,loss,neurons1,neurons2,optimizer
16,2.631978028299851,1.219646,0.8609953,0.1345288633762041,0.2885058,0.9918884,<function relu at 0x7f135031a7a0>,None,32,0.5,66,mse,128,128,RMSprop
36,0.6934960018385256,0.6934957,0.93442166,0.4572565722411696,0.45725662,0.9771634,None,<function linear at 0x7f135031aa70>,8,0.4,204,mae,64,256,SGD
20,1.0594935304942628,1.0594931,0.8701085,0.6323337889282752,0.6323338,0.9592972,<function relu at 0x7f135031a7a0>,None,8,0.4,158,mae,256,128,Adam
53,1.150095767748366,1.1500958,0.8771265,0.7215367643074311,0.72153676,0.9608742,None,<function linear at 0x7f135031aa70>,128,0.4,204,mae,256,32,SGD
3,1.417733764729326,1.4177339,0.80015737,0.9389862980584258,0.93898624,0.9323711,<function relu at 0x7f135031a7a0>,<function linear at 0x7f135031aa70>,16,0.2,20,mae,256,32,RMSprop
10,1.325340464319386,1.3253406,0.8421817,0.36478962565921497,0.36478963,0.98847437,<function relu at 0x7f135031a7a0>,None,128,0.4,66,mae,128,64,RMSprop
10,1.1639017362125452,1.1639018,0.8645306,0.6358154179280283,0.63581544,0.9639951,<function relu at 0x7f135031a7a0>,<function linear at 0x7f135031aa70>,64,0.1,20,mae,32,32,SGD
35,0.9633464127197622,0.9633464,0.9107534,0.5802540006809794,0.580254,0.97161144,None,<function linear at 0x7f135031aa70>,32,0.30000000000000004,158,mae,64,32,SGD
6,1.000210312891047,0.7149736,0.9431086,0.2844371954420619,0.4535605,0.98081356,None,None,16,0.1,20,mse,128,128,SGD
13,0.7539540968070706,0.7539541,0.9446164,0.38665500041055356,0.38665503,0.98615235,None,<function linear at 0x7f135031aa70>,64,0.4,20,mae,32,256,Adam
18,2.7811043126993606,1.2259365,0.8581462,0.23744990432773702,0.39076945,0.98607326,None,<function linear at 0x7f135031aa70>,128,0.5,66,mse,32,32,SGD
51,0.6917791079423304,0.69177914,0.95131457,0.31447819770055213,0.3144782,0.99093807,None,<function linear at 0x7f135031aa70>,64,0.1,158,mae,256,64,Adam
32,1.072483819354076,0.76854545,0.94255704,0.1351057195838364,0.28388932,0.9914361,<function relu at 0x7f135031a7a0>,<function linear at 0x7f135031aa70>,32,0.2,158,mse,256,256,Adam
8,1.1106273968205602,0.7714657,0.94010264,0.2847104754727796,0.4417276,0.9825435,None,<function linear at 0x7f135031aa70>,32,0.2,66,mse,32,128,SGD
17,1.1710386747420087,1.1710386,0.87323266,0.6659449994160413,0.665945,0.96758175,<function relu at 0x7f135031a7a0>,None,64,0.30000000000000004,112,mae,128,64,Adam
23,1.0854979127620215,1.085498,0.8890474,0.611958016525811,0.611958,0.97016186,<function relu at 0x7f135031a7a0>,<function linear at 0x7f135031aa70>,32,0.2,66,mae,256,32,SGD
3,1.4706244802353643,0.9101043,0.9218617,0.5724063192748593,0.6712018,0.96459144,<function relu at 0x7f135031a7a0>,None,32,0.30000000000000004,20,mse,256,256,SGD
38,0.9909950813264338,0.7192853,0.94293356,0.7118059291123806,0.77614766,0.9549965,None,None,16,0.2,204,mse,128,64,SGD
40,1.7015591598952393,0.9599123,0.91082287,0.3328380070744465,0.48302847,0.9799841,None,None,64,0.4,112,mse,128,64,Adam
43,2.239404409997437,1.1277516,0.88371295,0.12891407280689438,0.28259838,0.9923293,<function relu at 0x7f135031a7a0>,None,64,0.30000000000000004,112,mse,32,64,Adam
38,0.8698297375283877,0.6647152,0.95101184,0.14502601840157003,0.30393848,0.99070823,None,<function linear at 0x7f135031aa70>,16,0.2,158,mse,64,256,Adam
16,1.0385203088512858,1.0385202,0.86859906,0.398215288569642,0.3982153,0.98248255,<function relu at 0x7f135031a7a0>,None,8,0.5,66,mae,256,256,RMSprop
28,2.683630562415054,1.2361441,0.85856867,1.3772318112930917,1.0954472,0.9139404,<function relu at 0x7f135031a7a0>,None,32,0.5,204,mse,128,32,SGD
18,1.2175351225591697,0.81308544,0.9369016,0.34063152642605266,0.49311912,0.97952515,<function relu at 0x7f135031a7a0>,<function linear at 0x7f135031aa70>,64,0.30000000000000004,112,mse,256,256,SGD
5,9.266217864702272,2.2306905,0.4993508,0.9376045743983163,0.8800473,0.94228595,<function relu at 0x7f135031a7a0>,None,32,0.5,20,mse,256,32,RMSprop
32,1.865477448909135,1.0191318,0.90339816,0.9292833094672209,0.89909565,0.9437974,<function relu at 0x7f135031a7a0>,<function linear at 0x7f135031aa70>,64,0.4,158,mse,256,64,SGD
17,0.9778236669944038,0.9778238,0.9132447,0.32604849762356847,0.3260485,0.9896908,None,<function linear at 0x7f135031aa70>,32,0.30000000000000004,112,mae,256,64,RMSprop
4,1.385090174464678,1.3850905,0.82672286,0.7435182034296591,0.74351823,0.9590645,None,<function linear at 0x7f135031aa70>,64,0.4,20,mae,256,32,RMSprop
16,1.834042872484707,1.0089068,0.9027875,0.2606373317623784,0.4190223,0.9842848,<function relu at 0x7f135031a7a0>,None,32,0.2,112,mse,32,32,SGD
5,2.395006344316368,1.1885191,0.8721328,0.7753725735382355,0.79715496,0.95076454,None,None,32,0.5,20,mse,64,64,RMSprop
45,1.163844050139669,1.1638442,0.8757173,0.5150052775916881,0.5150053,0.978884,<function relu at 0x7f135031a7a0>,None,128,0.5,158,mae,128,128,Adam
8,0.742775101217807,0.74277484,0.9293871,0.4380160749765874,0.43801606,0.9770895,None,None,8,0.1,20,mae,128,64,SGD
20,0.8940200602937493,0.67741066,0.9493582,0.20149202153725765,0.3592195,0.9871836,<function relu at 0x7f135031a7a0>,<function linear at 0x7f135031aa70>,16,0.1,66,mse,256,256,Adam
31,0.9434049195713468,0.69506073,0.9381064,0.45995398582238917,0.5688961,0.96521777,None,<function linear at 0x7f135031aa70>,8,0.30000000000000004,204,mse,64,128,SGD
42,0.9829609592250083,0.9829609,0.9107665,0.2832422207359805,0.28324223,0.9922647,<function relu at 0x7f135031a7a0>,<function linear at 0x7f135031aa70>,32,0.5,158,mae,256,256,Adam
17,0.8303663236190951,0.83036625,0.93518287,0.7841743797265649,0.7841744,0.9560601,<function relu at 0x7f135031a7a0>,None,128,0.1,66,mae,64,128,RMSprop
24,5.199906480221348,1.712183,0.7317503,0.2259980023041805,0.3978128,0.98655415,<function relu at 0x7f135031a7a0>,None,128,0.4,158,mse,32,32,RMSprop
3,1.3956965810166666,1.395697,0.8055826,0.5472878570212198,0.54728776,0.9747451,<function relu at 0x7f135031a7a0>,None,16,0.30000000000000004,20,mae,32,32,Adam
18,2.126247958271457,1.0809155,0.8894874,0.3826032353577711,0.5303862,0.97724783,<function relu at 0x7f135031a7a0>,None,64,0.5,158,mse,128,128,SGD
8,4.1512448935310555,1.5068595,0.7796757,0.6725561011994665,0.7387793,0.9592561,<function relu at 0x7f135031a7a0>,None,32,0.4,66,mse,64,32,RMSprop
5,0.9646723507014849,0.96467227,0.9085086,0.4362037487277597,0.43620375,0.98091507,<function relu at 0x7f135031a7a0>,<function linear at 0x7f135031aa70>,16,0.30000000000000004,20,mae,256,128,Adam
18,0.9512958921953416,0.95129603,0.9082479,0.7050824325456038,0.7050824,0.9548135,<function relu at 0x7f135031a7a0>,<function linear at 0x7f135031aa70>,16,0.4,66,mae,256,128,SGD
36,0.815016721647811,0.81501675,0.93142605,0.6147374952081633,0.6147376,0.96955454,<function relu at 0x7f135031a7a0>,None,16,0.30000000000000004,112,mae,32,128,SGD
11,1.4054428074600538,0.8833485,0.9259263,0.212269754294079,0.3732052,0.9870268,<function relu at 0x7f135031a7a0>,<function linear at 0x7f135031aa70>,32,0.2,66,mse,256,64,SGD
43,0.8659869345999857,0.8659868,0.9296061,0.49798057088733527,0.49798056,0.9795156,<function relu at 0x7f135031a7a0>,<function linear at 0x7f135031aa70>,64,0.4,112,mae,64,256,SGD
5,1.5839122091945295,1.5839125,0.7683992,0.6280401583180739,0.62804013,0.9690541,<function relu at 0x7f135031a7a0>,None,32,0.5,20,mae,128,64,Adam
4,1.9971408549762562,1.0757143,0.89542866,0.8571143408661233,0.8165099,0.94891226,None,<function linear at 0x7f135031aa70>,64,0.5,20,mse,64,128,RMSprop
41,0.8403415213812196,0.8403416,0.93584144,0.35047669887004534,0.35047668,0.9887647,<function relu at 0x7f135031a7a0>,None,64,0.2,158,mae,32,128,Adam
