round_epochs,loss,PR_AUC,ROC_AUC,val_loss,val_PR_AUC,val_ROC_AUC,activation1,activation2,batch_size,dropout1,dropout2,epochs,losses,neurons1,neurons2,optimizer
4,0.04024885416405947,0.5517783,0.9409687,0.012636788805137213,0.6402816,0.9483893,<function sigmoid at 0x7f7b01ae6560>,<function relu at 0x7f7b01ae6440>,32,0.2,0.5,10,<function logcosh at 0x7f7b044fec20>,16,64,Adam
14,0.19920941379451726,0.69153875,0.96595687,0.14870869738641987,0.6712865,0.9546321,<function sigmoid at 0x7f7b01ae6560>,<function sigmoid at 0x7f7b01ae6560>,512,0.1,0.2,46,<function binary_crossentropy at 0x7f7b044fedd0>,64,64,Adam
10,0.027024717671632507,0.6028993,0.96139735,0.001590725473818737,0.6636137,0.9526984,<function sigmoid at 0x7f7b01ae6560>,<function sigmoid at 0x7f7b01ae6560>,32,0.2,0.4,46,<function logcosh at 0x7f7b044fec20>,64,8,Adam
12,0.04022070085120257,0.606382,0.9533752,0.022316403675991348,0.6720709,0.9527118,<function relu at 0x7f7b01ae6440>,<function sigmoid at 0x7f7b01ae6560>,4096,0.2,0.5,28,<function logcosh at 0x7f7b044fec20>,128,8,Adam
4,0.2744873508379578,0.59885156,0.96134853,0.08079922873832751,0.6351813,0.95144546,<function relu at 0x7f7b01ae6440>,<function sigmoid at 0x7f7b01ae6560>,128,0.2,0.4,10,<function binary_crossentropy at 0x7f7b044fedd0>,32,64,RMSprop
12,0.030047412480597575,0.6854217,0.95922005,0.002351832519648054,0.66068506,0.9563228,<function sigmoid at 0x7f7b01ae6560>,<function relu at 0x7f7b01ae6440>,1024,0.1,0.1,46,<function logcosh at 0x7f7b044fec20>,64,128,Adam
12,0.1955124328841951,0.53471446,0.9704925,0.24056688386806047,0.55427563,0.9562742,<function relu at 0x7f7b01ae6440>,<function relu at 0x7f7b01ae6440>,128,0.4,0.4,82,<function binary_crossentropy at 0x7f7b044fedd0>,64,128,Adam
12,0.1910863832051575,0.54027647,0.97255427,0.13958034971133892,0.6066637,0.95825505,<function relu at 0x7f7b01ae6440>,<function relu at 0x7f7b01ae6440>,128,0.2,0.2,46,<function binary_crossentropy at 0x7f7b044fedd0>,128,16,SGD
4,0.03816725327423759,0.5154958,0.9459682,0.013155205369288395,0.6504152,0.95258576,<function relu at 0x7f7b01ae6440>,<function relu at 0x7f7b01ae6440>,64,0.5,0.2,28,<function logcosh at 0x7f7b044fec20>,32,128,Adam
14,0.24034641565754375,0.7030113,0.9649144,0.21291954195051005,0.63872653,0.9563757,<function relu at 0x7f7b01ae6440>,<function relu at 0x7f7b01ae6440>,32,0.30000000000000004,0.5,64,<function binary_crossentropy at 0x7f7b044fedd0>,8,8,Adam
4,0.03039034104742185,0.5563692,0.961065,0.003118068656262173,0.660282,0.95493895,<function relu at 0x7f7b01ae6440>,<function sigmoid at 0x7f7b01ae6560>,64,0.5,0.4,28,<function logcosh at 0x7f7b044fec20>,64,128,Adam
28,0.19989752012378453,0.6068245,0.9667078,0.09467958172404439,0.6436918,0.9530823,<function relu at 0x7f7b01ae6440>,<function sigmoid at 0x7f7b01ae6560>,4096,0.30000000000000004,0.30000000000000004,64,<function binary_crossentropy at 0x7f7b044fedd0>,64,16,RMSprop
4,0.519604890850382,0.5775343,0.92583346,0.5447799926038921,0.66203666,0.938242,<function sigmoid at 0x7f7b01ae6560>,<function relu at 0x7f7b01ae6440>,512,0.1,0.4,10,<function binary_crossentropy at 0x7f7b044fedd0>,32,64,SGD
4,0.05861910921010893,0.71980137,0.9590368,0.04665512696985285,0.66448677,0.9497041,<function relu at 0x7f7b01ae6440>,<function relu at 0x7f7b01ae6440>,32,0.4,0.5,28,<function logcosh at 0x7f7b044fec20>,8,16,SGD
42,0.05261020073030649,0.6057471,0.9218224,0.0003358366069300234,0.6509789,0.91100013,<function sigmoid at 0x7f7b01ae6560>,<function relu at 0x7f7b01ae6440>,64,0.30000000000000004,0.1,82,<function logcosh at 0x7f7b044fec20>,8,64,RMSprop
32,0.03757354661606161,0.7186465,0.9667637,0.1676508462032952,0.67437446,0.9527067,<function sigmoid at 0x7f7b01ae6560>,<function sigmoid at 0x7f7b01ae6560>,64,0.30000000000000004,0.4,82,<function logcosh at 0x7f7b044fec20>,32,64,SGD
34,0.03472195000026848,0.5972289,0.95648843,0.010557293457195797,0.6591476,0.9514747,<function relu at 0x7f7b01ae6440>,<function sigmoid at 0x7f7b01ae6560>,2048,0.2,0.5,64,<function logcosh at 0x7f7b044fec20>,8,8,RMSprop
24,0.04351950555164415,0.6064016,0.927294,0.015098432007911824,0.6629807,0.94871575,<function sigmoid at 0x7f7b01ae6560>,<function relu at 0x7f7b01ae6440>,2048,0.4,0.1,64,<function logcosh at 0x7f7b044fec20>,64,32,RMSprop
7,0.35890588939030854,0.6272225,0.9206501,0.29411933603023943,0.673674,0.9455292,<function relu at 0x7f7b01ae6440>,<function sigmoid at 0x7f7b01ae6560>,4096,0.5,0.2,10,<function binary_crossentropy at 0x7f7b044fedd0>,64,32,RMSprop
17,0.027827698092944515,0.6619353,0.9630333,0.00474589477080067,0.6577712,0.9579332,<function relu at 0x7f7b01ae6440>,<function relu at 0x7f7b01ae6440>,64,0.5,0.5,64,<function logcosh at 0x7f7b044fec20>,64,64,SGD
25,0.040193579862882474,0.73764193,0.96835387,0.025196941055755696,0.66545033,0.94656277,<function sigmoid at 0x7f7b01ae6560>,<function sigmoid at 0x7f7b01ae6560>,64,0.30000000000000004,0.2,46,<function logcosh at 0x7f7b044fec20>,64,8,SGD
3,0.053427780845730626,0.7099467,0.9551038,0.04112829087419176,0.6696541,0.94768745,<function sigmoid at 0x7f7b01ae6560>,<function relu at 0x7f7b01ae6440>,16,0.1,0.2,10,<function logcosh at 0x7f7b044fec20>,8,32,SGD
13,0.04077390153462918,0.68259764,0.95863086,0.021418353670345468,0.6611505,0.95365345,<function relu at 0x7f7b01ae6440>,<function sigmoid at 0x7f7b01ae6560>,32,0.2,0.5,46,<function logcosh at 0x7f7b044fec20>,8,64,SGD
17,1.4500591316411784,0.58554,0.8749227,0.00808549924366992,0.6084846,0.8714393,<function sigmoid at 0x7f7b01ae6560>,<function sigmoid at 0x7f7b01ae6560>,16,0.2,0.1,82,<function binary_crossentropy at 0x7f7b044fedd0>,16,16,RMSprop
7,0.19387732670581126,0.6590494,0.97249675,0.10532579666683893,0.6543807,0.95704836,<function relu at 0x7f7b01ae6440>,<function relu at 0x7f7b01ae6440>,16,0.1,0.5,28,<function binary_crossentropy at 0x7f7b044fedd0>,64,32,SGD
33,0.2959605854971279,0.56113714,0.93621343,0.18047728042683292,0.6648999,0.95083475,<function sigmoid at 0x7f7b01ae6560>,<function sigmoid at 0x7f7b01ae6560>,4096,0.5,0.5,46,<function binary_crossentropy at 0x7f7b044fedd0>,64,32,Adam
6,0.2924594783951102,0.69042003,0.9523319,0.2865083528776307,0.65831006,0.9520677,<function relu at 0x7f7b01ae6440>,<function relu at 0x7f7b01ae6440>,64,0.1,0.5,10,<function binary_crossentropy at 0x7f7b044fedd0>,32,8,Adam
10,0.028592309585050674,0.6523175,0.9637754,0.015447665011895479,0.6574236,0.9541009,<function sigmoid at 0x7f7b01ae6560>,<function sigmoid at 0x7f7b01ae6560>,32,0.30000000000000004,0.30000000000000004,28,<function logcosh at 0x7f7b044fec20>,64,32,Adam
11,0.28283905123062286,0.5779713,0.9443553,0.17475015739184097,0.67077804,0.95200384,<function sigmoid at 0x7f7b01ae6560>,<function sigmoid at 0x7f7b01ae6560>,512,0.4,0.2,28,<function binary_crossentropy at 0x7f7b044fedd0>,32,128,Adam
29,0.19042992467350203,0.5398656,0.96691585,0.12220910682128643,0.590781,0.95612174,<function sigmoid at 0x7f7b01ae6560>,<function sigmoid at 0x7f7b01ae6560>,128,0.2,0.2,82,<function binary_crossentropy at 0x7f7b044fedd0>,64,8,Adam
9,0.1965290714558398,0.6938585,0.96954113,0.1529380726021174,0.66293836,0.9583751,<function relu at 0x7f7b01ae6440>,<function sigmoid at 0x7f7b01ae6560>,16,0.5,0.2,64,<function binary_crossentropy at 0x7f7b044fedd0>,128,128,SGD
22,0.21269943503332317,0.5917823,0.9615542,0.11090603347685436,0.6307519,0.9525677,<function sigmoid at 0x7f7b01ae6560>,<function sigmoid at 0x7f7b01ae6560>,64,0.5,0.5,82,<function binary_crossentropy at 0x7f7b044fedd0>,32,32,Adam
12,0.03080357772832704,0.67703193,0.9541208,0.008820396422942084,0.6760854,0.9554188,<function sigmoid at 0x7f7b01ae6560>,<function relu at 0x7f7b01ae6440>,512,0.2,0.1,46,<function logcosh at 0x7f7b044fec20>,64,128,Adam
74,0.08150999975534191,0.56780607,0.871573,0.0003866910453386587,0.59622276,0.8647026,<function sigmoid at 0x7f7b01ae6560>,<function sigmoid at 0x7f7b01ae6560>,32,0.5,0.4,82,<function logcosh at 0x7f7b044fec20>,8,8,RMSprop
17,0.19793353952620366,0.54481834,0.9670014,0.18284612841424655,0.63607794,0.95537347,<function relu at 0x7f7b01ae6440>,<function sigmoid at 0x7f7b01ae6560>,512,0.4,0.4,46,<function binary_crossentropy at 0x7f7b044fedd0>,32,32,Adam
15,0.309867338172142,0.62066704,0.9378469,0.18395867728607868,0.6592414,0.9465486,<function sigmoid at 0x7f7b01ae6560>,<function relu at 0x7f7b01ae6440>,512,0.30000000000000004,0.2,46,<function binary_crossentropy at 0x7f7b044fedd0>,16,8,Adam
31,0.28071380391833856,0.64340794,0.9421478,0.17299510002580598,0.671439,0.9519207,<function sigmoid at 0x7f7b01ae6560>,<function sigmoid at 0x7f7b01ae6560>,512,0.5,0.4,82,<function binary_crossentropy at 0x7f7b044fedd0>,8,64,Adam
4,0.31386725283929423,0.4987349,0.9341158,0.12991573005555776,0.65131044,0.94784164,<function sigmoid at 0x7f7b01ae6560>,<function relu at 0x7f7b01ae6440>,32,0.5,0.4,28,<function binary_crossentropy at 0x7f7b044fedd0>,128,128,Adam
9,0.05474455952204856,0.725629,0.9603143,0.04582811931442404,0.6670404,0.94827545,<function sigmoid at 0x7f7b01ae6560>,<function relu at 0x7f7b01ae6440>,64,0.1,0.5,46,<function logcosh at 0x7f7b044fec20>,32,64,SGD
2,0.13173178848708003,0.008836487,0.7084929,0.0072533672078675705,0.6341047,0.8788531,<function sigmoid at 0x7f7b01ae6560>,<function relu at 0x7f7b01ae6440>,32,0.30000000000000004,0.1,10,<function logcosh at 0x7f7b044fec20>,16,8,RMSprop
28,0.10173314903363095,0.3687082,0.88855165,0.09388413080195718,0.51460075,0.9331467,<function relu at 0x7f7b01ae6440>,<function sigmoid at 0x7f7b01ae6560>,4096,0.5,0.1,28,<function logcosh at 0x7f7b044fec20>,64,8,SGD
64,0.057449758740540785,0.73217237,0.95565367,0.04290398840241911,0.6682577,0.93966913,<function relu at 0x7f7b01ae6440>,<function sigmoid at 0x7f7b01ae6560>,512,0.5,0.5,64,<function logcosh at 0x7f7b044fec20>,8,8,SGD
