round_epochs,loss,PR_AUC,ROC_AUC,val_loss,val_PR_AUC,val_ROC_AUC,activation1,activation2,batch_size,dropout1,dropout2,epochs,losses,neurons1,neurons2,optimizer
6,0.041688316274251284,0.6970438,0.9552502,0.025942285576006203,0.65307724,0.94952196,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,16,0.4,0.5,28,<function logcosh at 0x7fdf83cefc20>,8,8,Adam
3,0.643817032381609,0.3878923,0.8079761,0.6099565206347474,0.41489327,0.81250834,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,2048,0.4,0.4,10,<function binary_crossentropy at 0x7fdf83cefdd0>,64,8,SGD
2,0.12422708197580563,0.0020854222,0.52669585,0.11425110505366902,0.28594115,0.7567309,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,1024,0.4,0.5,10,<function logcosh at 0x7fdf83cefc20>,32,64,SGD
6,0.04804238951161759,0.6165722,0.92406076,0.0003335104588840019,0.647627,0.8883344,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,128,0.4,0.2,10,<function logcosh at 0x7fdf83cefc20>,32,16,RMSprop
13,0.03415841161322396,0.7083032,0.9642052,0.018419851666329274,0.66089386,0.95469755,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,16,0.30000000000000004,0.30000000000000004,64,<function logcosh at 0x7fdf83cefc20>,128,128,SGD
5,0.0352282261028992,0.51051337,0.9531691,0.0013897897944934383,0.6390356,0.9485742,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,32,0.2,0.5,10,<function logcosh at 0x7fdf83cefc20>,64,128,Adam
4,0.3875745805898808,0.689958,0.94735223,0.3380131424275593,0.66346097,0.9478249,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,128,0.5,0.30000000000000004,10,<function binary_crossentropy at 0x7fdf83cefdd0>,32,32,SGD
10,1.0270380102974979,0.31209362,0.8470402,0.01000556616205806,0.6685783,0.9299141,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,16,0.30000000000000004,0.1,46,<function binary_crossentropy at 0x7fdf83cefdd0>,16,8,RMSprop
20,1.1475947833400506,0.11823954,0.8911381,0.0068713138326685075,0.62506294,0.8878504,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,64,0.30000000000000004,0.5,82,<function binary_crossentropy at 0x7fdf83cefdd0>,32,16,RMSprop
4,0.3856478818435878,0.66897494,0.9445096,0.32618092876577104,0.67428285,0.94793653,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,128,0.2,0.2,28,<function binary_crossentropy at 0x7fdf83cefdd0>,32,32,SGD
12,0.03814242900975382,0.62675273,0.9509183,0.01855613691029351,0.6614232,0.9491521,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,2048,0.1,0.4,28,<function logcosh at 0x7fdf83cefc20>,8,64,Adam
18,0.041732505999445876,0.5954915,0.93969053,0.016377578812806975,0.6532978,0.95082957,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,4096,0.2,0.2,28,<function logcosh at 0x7fdf83cefc20>,32,32,Adam
7,0.035100577177408075,0.56488097,0.95286125,0.0030936438717555723,0.6645306,0.95401514,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,32,0.5,0.30000000000000004,46,<function logcosh at 0x7fdf83cefc20>,8,16,Adam
5,0.06132822365808557,0.6128743,0.9102355,0.00037575699254303917,0.6184832,0.8782362,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,32,0.1,0.1,10,<function logcosh at 0x7fdf83cefc20>,8,8,RMSprop
19,0.0824646547942111,0.040682778,0.87095785,0.0004174655751060984,0.6226866,0.91128653,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,128,0.1,0.5,64,<function logcosh at 0x7fdf83cefc20>,8,32,RMSprop
7,0.030432278080775185,0.6702884,0.9567929,0.022616514284993196,0.64109147,0.9518522,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,16,0.30000000000000004,0.1,28,<function logcosh at 0x7fdf83cefc20>,16,16,Adam
3,0.9405268890265869,0.36360553,0.8793735,0.01372791577104658,0.66436315,0.95005524,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,32,0.30000000000000004,0.1,28,<function binary_crossentropy at 0x7fdf83cefdd0>,16,64,RMSprop
13,0.024425164088198736,0.68204045,0.9725923,0.006951671324551898,0.6499584,0.9539193,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,4096,0.5,0.2,46,<function logcosh at 0x7fdf83cefc20>,128,128,Adam
12,0.43500825242474234,0.55322176,0.9161061,0.37003247291256036,0.667863,0.9369741,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,1024,0.30000000000000004,0.2,28,<function binary_crossentropy at 0x7fdf83cefdd0>,8,16,RMSprop
46,0.03252500060530937,0.6137962,0.94586366,0.00042429091919292405,0.6324878,0.9213846,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,512,0.4,0.4,82,<function logcosh at 0x7fdf83cefc20>,128,16,RMSprop
6,0.04168338417626901,0.7165588,0.95442814,0.04280172950143744,0.66008234,0.95183694,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,16,0.2,0.1,28,<function logcosh at 0x7fdf83cefc20>,64,32,SGD
58,0.030057220063675023,0.62855995,0.9647204,0.008336127408000736,0.65707624,0.9536182,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,1024,0.30000000000000004,0.4,82,<function logcosh at 0x7fdf83cefc20>,16,8,Adam
24,0.32648237360572335,0.7483598,0.9760906,0.3047260778400208,0.6761521,0.95129013,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,512,0.1,0.30000000000000004,64,<function binary_crossentropy at 0x7fdf83cefdd0>,128,16,SGD
32,0.029217844953710166,0.560988,0.962695,0.004448171358983879,0.6541274,0.9538936,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,2048,0.2,0.5,82,<function logcosh at 0x7fdf83cefc20>,32,8,RMSprop
7,0.10410725724252001,0.009655427,0.73271465,0.09790259664509722,0.66205794,0.95277584,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,512,0.2,0.30000000000000004,28,<function logcosh at 0x7fdf83cefc20>,16,64,SGD
22,0.04138977746189302,0.7312449,0.9682634,0.030859345869671272,0.6689886,0.9509238,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,64,0.2,0.5,46,<function logcosh at 0x7fdf83cefc20>,32,32,SGD
15,3.2228561211828484,0.09245044,0.7930107,0.015102089888994044,0.4198621,0.7498912,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,32,0.4,0.4,64,<function binary_crossentropy at 0x7fdf83cefdd0>,32,32,RMSprop
48,0.04852368052411193,0.6456485,0.92038226,0.0003445681479839597,0.6452421,0.89483917,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,64,0.2,0.1,82,<function logcosh at 0x7fdf83cefc20>,8,8,RMSprop
8,0.024502249854779556,0.66545206,0.96992284,0.002589467577183677,0.64895254,0.95547557,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,2048,0.30000000000000004,0.2,28,<function logcosh at 0x7fdf83cefc20>,128,128,RMSprop
3,0.08776458374973103,0.34748584,0.85181975,0.07753014794886325,0.6607384,0.93163306,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,1024,0.1,0.5,10,<function logcosh at 0x7fdf83cefc20>,16,16,RMSprop
2,0.30542664081485327,0.5294988,0.9324579,0.19763412154904814,0.67874527,0.9544745,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,16,0.2,0.2,10,<function binary_crossentropy at 0x7fdf83cefdd0>,128,128,Adam
10,0.8785157182034692,0.42030206,0.92872065,0.0112989443623545,0.59169877,0.9223984,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,32,0.1,0.1,64,<function binary_crossentropy at 0x7fdf83cefdd0>,8,128,RMSprop
5,0.0444369011545643,0.58720446,0.93559396,0.00893055487816489,0.66454995,0.9506218,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,128,0.4,0.1,28,<function logcosh at 0x7fdf83cefc20>,64,128,Adam
5,0.6339661735408305,0.5493315,0.86677325,0.5782815000084851,0.5294518,0.87467027,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,4096,0.2,0.30000000000000004,46,<function binary_crossentropy at 0x7fdf83cefdd0>,16,8,SGD
5,0.05606556033178811,0.4228046,0.8910348,0.00035266168831051686,0.6177833,0.86812633,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,64,0.30000000000000004,0.4,28,<function logcosh at 0x7fdf83cefc20>,8,128,RMSprop
82,0.052070274974636066,0.7263203,0.96035206,0.040474474626457334,0.67866385,0.9492611,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,512,0.5,0.5,82,<function logcosh at 0x7fdf83cefc20>,16,32,SGD
2,2.462405961103188,0.0027174084,0.61510694,0.13198860268341184,0.6698451,0.9435041,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,32,0.5,0.30000000000000004,10,<function binary_crossentropy at 0x7fdf83cefdd0>,32,16,RMSprop
3,0.02835981802409284,0.61110264,0.9612565,0.06226222809768759,0.63635004,0.9536662,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,32,0.1,0.1,10,<function logcosh at 0x7fdf83cefc20>,32,8,Adam
61,0.026558365104253037,0.6681922,0.9715493,0.01172442175878488,0.65686095,0.9553106,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,1024,0.5,0.2,82,<function logcosh at 0x7fdf83cefc20>,8,32,Adam
19,0.027005421952586928,0.6846529,0.9624765,0.008329017449926436,0.6552853,0.95573175,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,32,0.1,0.4,64,<function logcosh at 0x7fdf83cefc20>,8,8,Adam
14,0.33909825646709385,0.45235366,0.93791735,0.2847611171149396,0.6533478,0.9473372,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,4096,0.4,0.1,28,<function binary_crossentropy at 0x7fdf83cefdd0>,8,64,RMSprop
43,0.22790784672551728,0.6613217,0.9638448,0.13408340787582165,0.6824202,0.955645,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,2048,0.30000000000000004,0.2,82,<function binary_crossentropy at 0x7fdf83cefdd0>,8,128,Adam
2,1.8420301847270781,0.0018532261,0.48983708,0.04351457662385738,0.002389325,0.44575158,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,32,0.1,0.5,10,<function binary_crossentropy at 0x7fdf83cefdd0>,32,32,RMSprop
9,0.09652297160473866,0.62275255,0.9259471,0.08630399616900401,0.64177907,0.9213462,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,512,0.30000000000000004,0.5,10,<function logcosh at 0x7fdf83cefc20>,8,8,SGD
7,0.5601313051166467,0.48141384,0.8991618,0.5716158178867687,0.6854227,0.9526799,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,4096,0.1,0.1,28,<function binary_crossentropy at 0x7fdf83cefdd0>,64,32,RMSprop
8,0.24741575975420338,0.59851897,0.95198923,0.13386448372546125,0.65246904,0.9508068,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,32,0.5,0.30000000000000004,10,<function binary_crossentropy at 0x7fdf83cefdd0>,32,128,Adam
10,0.04436321376757731,0.5630676,0.9418393,0.021110332363162926,0.6730964,0.9482457,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,4096,0.30000000000000004,0.30000000000000004,28,<function logcosh at 0x7fdf83cefc20>,16,128,Adam
46,0.09910341118307123,0.7241472,0.9504155,0.08988212414416613,0.6544357,0.93184876,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,4096,0.30000000000000004,0.2,46,<function logcosh at 0x7fdf83cefc20>,64,32,SGD
5,0.2684526699331402,0.649638,0.94400054,0.20249843261816397,0.6652699,0.9515847,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,32,0.30000000000000004,0.1,10,<function binary_crossentropy at 0x7fdf83cefdd0>,16,16,Adam
12,0.2805925694593005,0.5626692,0.9535804,0.22043287392355618,0.6365593,0.9512485,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,4096,0.1,0.4,28,<function binary_crossentropy at 0x7fdf83cefdd0>,32,8,Adam
5,0.12349750583273161,0.0015995271,0.46867695,0.11880989842700285,0.0010817926,0.28822428,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,2048,0.1,0.2,10,<function logcosh at 0x7fdf83cefc20>,64,64,SGD
6,0.29640761161725443,0.5645907,0.94477993,0.22814259077242854,0.6520603,0.94917345,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,1024,0.4,0.30000000000000004,10,<function binary_crossentropy at 0x7fdf83cefdd0>,16,64,Adam
24,0.1907307598169196,0.6116556,0.97266215,0.07590924150012354,0.6632379,0.95781946,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,512,0.2,0.4,28,<function binary_crossentropy at 0x7fdf83cefdd0>,16,128,SGD
26,0.027756897127604287,0.6727501,0.97071314,0.02225828829293356,0.6673593,0.95673954,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,128,0.1,0.4,46,<function logcosh at 0x7fdf83cefc20>,8,128,SGD
6,0.05188188083537585,0.45601112,0.91975677,0.006897883827418653,0.6410886,0.94245946,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,128,0.30000000000000004,0.1,10,<function logcosh at 0x7fdf83cefc20>,32,64,RMSprop
3,0.3515149712719821,0.6973599,0.96029073,0.2485475079305188,0.6720039,0.9481837,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,64,0.4,0.30000000000000004,10,<function binary_crossentropy at 0x7fdf83cefdd0>,64,64,SGD
6,0.5905999970736325,0.5791614,0.93773973,0.0062257937728368,0.643379,0.9312106,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,128,0.30000000000000004,0.5,28,<function binary_crossentropy at 0x7fdf83cefdd0>,32,16,RMSprop
19,0.029701252003549013,0.72518456,0.977664,0.015082281810416992,0.6622684,0.95444167,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,16,0.2,0.1,82,<function logcosh at 0x7fdf83cefc20>,8,8,SGD
28,0.3449920245660461,0.5053555,0.92724276,0.26676237222503574,0.64931184,0.9399519,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,2048,0.4,0.4,46,<function binary_crossentropy at 0x7fdf83cefdd0>,16,16,Adam
7,0.034741473204518175,0.60300875,0.94979304,0.017136040878509118,0.65314585,0.95200336,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,128,0.2,0.5,10,<function logcosh at 0x7fdf83cefc20>,64,16,Adam
5,0.22592600766341484,0.61109257,0.9637133,0.12869461261207477,0.65405095,0.9526971,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,32,0.2,0.2,28,<function binary_crossentropy at 0x7fdf83cefdd0>,64,16,SGD
35,0.22716277293441303,0.50796926,0.9633778,0.07204448688079144,0.65035146,0.95545846,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,1024,0.5,0.1,82,<function binary_crossentropy at 0x7fdf83cefdd0>,16,32,Adam
15,0.5134980249901443,0.42047969,0.89235103,0.4796652314106057,0.6599933,0.93947995,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,2048,0.2,0.5,46,<function binary_crossentropy at 0x7fdf83cefdd0>,128,64,SGD
16,0.051798321351103106,0.47191662,0.93337554,0.02850211917244509,0.6695786,0.94844306,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,1024,0.4,0.5,28,<function logcosh at 0x7fdf83cefc20>,8,8,Adam
5,0.6535200880811383,0.013569997,0.67551285,0.6118797877537683,0.5282727,0.89286935,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,4096,0.4,0.5,10,<function binary_crossentropy at 0x7fdf83cefdd0>,32,16,RMSprop
2,0.05097591128726561,0.50371146,0.93427324,0.013168084732591272,0.6312735,0.9493227,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,64,0.4,0.30000000000000004,10,<function logcosh at 0x7fdf83cefc20>,16,32,Adam
13,0.23981600984407433,0.3913732,0.9649783,0.04657306530964268,0.6280684,0.9584316,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,16,0.1,0.30000000000000004,82,<function binary_crossentropy at 0x7fdf83cefdd0>,128,32,Adam
15,0.04515951806353016,0.67267853,0.92828286,0.0003103861204056245,0.67286974,0.89905924,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,64,0.30000000000000004,0.1,46,<function logcosh at 0x7fdf83cefc20>,128,16,RMSprop
29,0.22035602124147444,0.6904831,0.9651536,0.136921250240057,0.639498,0.95357245,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,64,0.2,0.4,64,<function binary_crossentropy at 0x7fdf83cefdd0>,8,8,Adam
9,0.06873687408335763,0.55183244,0.9191551,0.06476989675665912,0.6714651,0.9498085,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,128,0.5,0.4,28,<function logcosh at 0x7fdf83cefc20>,128,128,SGD
27,0.062482266975812745,0.59775364,0.9517138,0.0012326444699135414,0.6219864,0.9431744,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,32,0.30000000000000004,0.1,82,<function logcosh at 0x7fdf83cefc20>,8,16,RMSprop
18,0.030477816461921825,0.72654986,0.9745604,0.022530265959703068,0.66658837,0.9548086,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,16,0.1,0.30000000000000004,82,<function logcosh at 0x7fdf83cefc20>,64,16,SGD
10,0.22636308664853758,0.57803285,0.9602478,0.19851605780712625,0.6326105,0.9539954,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,128,0.4,0.2,46,<function binary_crossentropy at 0x7fdf83cefdd0>,16,32,Adam
22,0.025381095781515362,0.57054037,0.9680688,0.0013856019763905322,0.602334,0.95389587,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,1024,0.5,0.30000000000000004,82,<function logcosh at 0x7fdf83cefc20>,32,128,RMSprop
46,0.06287945343921787,0.68514055,0.93804,0.04685150213894415,0.6702357,0.9429753,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,512,0.4,0.30000000000000004,46,<function logcosh at 0x7fdf83cefc20>,64,8,SGD
8,0.5193886694638635,0.4149776,0.8925271,0.5127260595312079,0.6785519,0.9537294,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,1024,0.1,0.30000000000000004,28,<function binary_crossentropy at 0x7fdf83cefdd0>,128,64,SGD
8,0.3144174965185165,0.7285793,0.9660398,0.2904370995152205,0.6644499,0.9493546,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,128,0.30000000000000004,0.30000000000000004,28,<function binary_crossentropy at 0x7fdf83cefdd0>,32,8,SGD
24,0.33833631893042465,0.72771454,0.96154237,0.3247052213303328,0.6651039,0.9442405,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,512,0.4,0.30000000000000004,46,<function binary_crossentropy at 0x7fdf83cefdd0>,16,8,SGD
29,0.2879542780386852,0.609422,0.93713963,0.20185013419958753,0.65330476,0.9507196,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,1024,0.4,0.30000000000000004,64,<function binary_crossentropy at 0x7fdf83cefdd0>,32,16,RMSprop
18,0.21492694277409835,0.46843916,0.9657443,0.11433639236066345,0.6595715,0.954336,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,128,0.5,0.5,46,<function binary_crossentropy at 0x7fdf83cefdd0>,64,8,SGD
32,0.18602032694420795,0.6522378,0.97044814,0.2392806776578876,0.6374358,0.9557161,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,2048,0.30000000000000004,0.1,82,<function binary_crossentropy at 0x7fdf83cefdd0>,16,8,RMSprop
4,0.10506962023479464,0.0424293,0.7755977,0.11782140108485607,0.659583,0.94066846,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,4096,0.4,0.30000000000000004,10,<function logcosh at 0x7fdf83cefc20>,64,64,Adam
4,0.08476321938104973,0.710017,0.9496221,0.07057107492892281,0.6642206,0.9491798,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,128,0.1,0.1,10,<function logcosh at 0x7fdf83cefc20>,64,16,SGD
15,0.17708367396014735,0.6575631,0.9741233,0.23374877240642516,0.6644709,0.9549309,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,512,0.2,0.1,64,<function binary_crossentropy at 0x7fdf83cefdd0>,32,8,Adam
23,0.04538280353167151,0.63954246,0.925975,0.001049355045492892,0.64636314,0.94952244,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,64,0.30000000000000004,0.30000000000000004,82,<function logcosh at 0x7fdf83cefc20>,64,8,RMSprop
12,0.20287616259030378,0.65175164,0.9684105,0.07113785898319706,0.65732956,0.9544109,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,16,0.30000000000000004,0.30000000000000004,46,<function binary_crossentropy at 0x7fdf83cefdd0>,16,32,Adam
9,0.18983083866586398,0.6662021,0.9707571,0.08480261773008443,0.6618453,0.9554568,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,4096,0.30000000000000004,0.5,28,<function binary_crossentropy at 0x7fdf83cefdd0>,128,64,Adam
9,0.02401265874097691,0.67432475,0.96930957,0.006040638857546677,0.650479,0.95581186,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,2048,0.2,0.5,46,<function logcosh at 0x7fdf83cefc20>,128,64,Adam
18,0.1560330909733377,0.05198568,0.69706273,0.0005808310281331744,0.41751552,0.7634139,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,16,0.30000000000000004,0.2,82,<function logcosh at 0x7fdf83cefc20>,128,16,RMSprop
10,0.37868930523342587,0.40503085,0.9119236,0.11990658940550245,0.634156,0.939775,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,128,0.5,0.30000000000000004,28,<function binary_crossentropy at 0x7fdf83cefdd0>,32,64,RMSprop
15,0.028623100861924794,0.6601381,0.9582167,0.004655165906853008,0.64966834,0.9558154,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,64,0.5,0.2,64,<function logcosh at 0x7fdf83cefc20>,128,64,Adam
82,0.267335795366119,0.6955541,0.95549196,0.20835515901580803,0.67773086,0.9508011,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,4096,0.1,0.5,82,<function binary_crossentropy at 0x7fdf83cefdd0>,64,16,SGD
3,0.044429256855657885,0.5996463,0.93325543,0.010446935143974899,0.65945476,0.9511597,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,16,0.5,0.30000000000000004,10,<function logcosh at 0x7fdf83cefc20>,16,32,Adam
7,0.2115321503230684,0.0022370666,0.54008037,0.0007513731279624638,0.0017321488,0.5,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,16,0.5,0.1,64,<function logcosh at 0x7fdf83cefc20>,64,128,RMSprop
26,0.25147703637677427,0.6639701,0.94678885,0.1374613401385593,0.66437304,0.95474935,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,512,0.4,0.30000000000000004,64,<function binary_crossentropy at 0x7fdf83cefdd0>,16,128,Adam
17,0.024915223726655743,0.6652782,0.97137564,0.005720365708670645,0.6683104,0.95530736,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,64,0.1,0.30000000000000004,82,<function logcosh at 0x7fdf83cefc20>,8,64,Adam
7,0.07893085856518263,0.23101217,0.8573632,0.0594727987777765,0.67402864,0.9520992,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,2048,0.5,0.4,10,<function logcosh at 0x7fdf83cefc20>,128,64,RMSprop
2,0.669551124534557,0.00664392,0.631551,0.6225567832980675,0.24746957,0.9330684,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,4096,0.1,0.4,10,<function binary_crossentropy at 0x7fdf83cefdd0>,32,8,Adam
13,0.1787884077209906,0.6268199,0.97373235,0.12705041296029235,0.6010697,0.957345,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,1024,0.30000000000000004,0.30000000000000004,82,<function binary_crossentropy at 0x7fdf83cefdd0>,128,128,Adam
27,0.04773131936716207,0.5467216,0.9299035,0.02486624019285544,0.6668768,0.9504093,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,2048,0.5,0.30000000000000004,46,<function logcosh at 0x7fdf83cefc20>,16,64,Adam
27,0.029119887450490267,0.6138632,0.96011525,0.0016136697643697295,0.66474515,0.9594137,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,512,0.4,0.1,82,<function logcosh at 0x7fdf83cefc20>,8,32,RMSprop
6,0.2795692902813347,0.59430534,0.9457759,0.5439320005260307,0.65880823,0.95482135,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,128,0.5,0.2,10,<function binary_crossentropy at 0x7fdf83cefdd0>,128,32,Adam
16,0.26027099794661723,0.7089064,0.96821344,0.21050085643539393,0.6475891,0.9511254,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,128,0.5,0.5,64,<function binary_crossentropy at 0x7fdf83cefdd0>,64,8,SGD
34,0.02395968544161728,0.5214349,0.9721372,0.009210690361643646,0.5757747,0.9602145,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,64,0.5,0.2,64,<function logcosh at 0x7fdf83cefc20>,128,16,SGD
6,0.6476597018280247,0.0054186042,0.66805893,0.6096521677091413,0.6049428,0.8726845,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,2048,0.1,0.5,28,<function binary_crossentropy at 0x7fdf83cefdd0>,128,32,SGD
9,0.05478327251788842,0.6663332,0.9529146,0.04477739568773182,0.6764653,0.9529518,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,64,0.2,0.4,64,<function logcosh at 0x7fdf83cefc20>,128,64,SGD
31,0.19402202387586628,0.6807267,0.966825,0.10703745764018112,0.67666495,0.957403,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,512,0.1,0.1,64,<function binary_crossentropy at 0x7fdf83cefdd0>,64,8,Adam
2,3.3344765035393023,0.045447186,0.75848126,0.012630826075283222,0.38264915,0.75327903,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,16,0.2,0.4,10,<function binary_crossentropy at 0x7fdf83cefdd0>,8,16,RMSprop
