round_epochs,loss,PR_AUC,ROC_AUC,val_loss,val_PR_AUC,val_ROC_AUC,activation1,activation2,batch_size,dropout1,dropout2,epochs,losses,neurons1,neurons2,optimizer
9,0.05776998109846302,0.5821716,0.92309237,0.043527385613615216,0.66184616,0.94289976,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,4096,0.2,0.5,10,<function logcosh at 0x7fdf83cefc20>,64,8,Adam
36,0.2879754897225035,0.61982787,0.9468369,0.20023433679410843,0.6515554,0.9500232,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,2048,0.30000000000000004,0.5,64,<function binary_crossentropy at 0x7fdf83cefdd0>,8,32,RMSprop
2,0.27091021826610534,0.45731044,0.93968785,0.6794796009439195,0.5968666,0.9524369,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,16,0.2,0.4,10,<function binary_crossentropy at 0x7fdf83cefdd0>,128,128,Adam
11,0.02915710528512325,0.67734694,0.96114504,0.003412643474048774,0.660708,0.95600957,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,64,0.4,0.1,46,<function logcosh at 0x7fdf83cefc20>,64,64,Adam
3,0.4212184676900917,0.64915144,0.9504657,0.5064961391044978,0.6666644,0.94750476,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,128,0.5,0.5,10,<function binary_crossentropy at 0x7fdf83cefdd0>,32,64,SGD
7,0.4657012512698291,0.46513328,0.90673965,0.4425458112679278,0.67507106,0.9484054,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,512,0.5,0.30000000000000004,10,<function binary_crossentropy at 0x7fdf83cefdd0>,8,8,Adam
7,0.18321558739685417,0.59495336,0.97168475,0.073443761493797,0.65902084,0.9554903,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,128,0.1,0.4,28,<function binary_crossentropy at 0x7fdf83cefdd0>,32,32,Adam
72,0.03547323888575053,0.72471666,0.97687185,0.02358031253061214,0.6557839,0.953492,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,128,0.5,0.4,82,<function logcosh at 0x7fdf83cefc20>,16,16,SGD
5,0.03157452257424158,0.64489603,0.95120114,0.011135208725980447,0.65790063,0.9529841,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,512,0.30000000000000004,0.5,28,<function logcosh at 0x7fdf83cefc20>,128,128,Adam
5,0.08035291824763577,0.56555635,0.84883493,0.0004368591270666484,0.49508825,0.79719603,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,32,0.30000000000000004,0.5,28,<function logcosh at 0x7fdf83cefc20>,32,64,RMSprop
4,0.03472989007841233,0.6154427,0.9447818,0.011937017188265378,0.6860059,0.9547188,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,64,0.1,0.5,10,<function logcosh at 0x7fdf83cefc20>,128,32,Adam
19,0.030611554247804696,0.078935,0.94830257,0.018300533235186097,0.10354784,0.9450267,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,16,0.1,0.1,82,<function logcosh at 0x7fdf83cefc20>,64,128,Adam
28,0.053319193448767704,0.552535,0.9478759,0.029811361297779664,0.65581274,0.9561975,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,4096,0.2,0.30000000000000004,46,<function logcosh at 0x7fdf83cefc20>,128,8,Adam
6,0.19261226612333907,0.54410756,0.9696074,0.09697483291399174,0.58504885,0.95720273,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,32,0.1,0.5,28,<function binary_crossentropy at 0x7fdf83cefdd0>,64,128,Adam
25,0.04374619223524013,0.65679413,0.91094494,0.0003291456514062093,0.67275393,0.8917284,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,128,0.30000000000000004,0.1,64,<function logcosh at 0x7fdf83cefc20>,16,128,RMSprop
15,0.29116670022618846,0.5523521,0.9480373,0.2264592979035878,0.63581055,0.9501507,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,512,0.30000000000000004,0.5,64,<function binary_crossentropy at 0x7fdf83cefdd0>,64,16,Adam
18,0.2958820530392931,0.57825804,0.94290113,0.19716823918869683,0.6468489,0.9459366,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,4096,0.30000000000000004,0.5,28,<function binary_crossentropy at 0x7fdf83cefdd0>,8,128,RMSprop
11,0.052315280747501,0.5688651,0.9153036,0.03815758604515208,0.6606717,0.9542428,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,1024,0.5,0.2,28,<function logcosh at 0x7fdf83cefc20>,16,128,Adam
34,0.18685059301392665,0.7183146,0.9779839,0.17807443573148884,0.657933,0.9581819,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,64,0.30000000000000004,0.2,82,<function binary_crossentropy at 0x7fdf83cefdd0>,16,64,SGD
64,0.24045487027938575,0.6176224,0.96289366,0.11407056339097746,0.64404106,0.95281804,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,2048,0.5,0.4,64,<function binary_crossentropy at 0x7fdf83cefdd0>,8,8,RMSprop
17,0.029677447266731695,0.6476325,0.9602788,0.020464658203609327,0.60826117,0.9545413,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,64,0.4,0.30000000000000004,64,<function logcosh at 0x7fdf83cefc20>,64,128,Adam
10,0.02719372454660419,0.46592042,0.9622743,0.0015487986208680715,0.6466727,0.9341609,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,512,0.1,0.5,82,<function logcosh at 0x7fdf83cefc20>,128,32,RMSprop
69,0.21444491151182057,0.60045356,0.9659751,0.15388356403243433,0.6624093,0.95810705,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,2048,0.2,0.5,82,<function binary_crossentropy at 0x7fdf83cefdd0>,128,8,SGD
3,0.15505375143579522,0.009725339,0.67858064,0.01008736462954182,0.5297104,0.9112965,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,32,0.4,0.30000000000000004,10,<function logcosh at 0x7fdf83cefc20>,8,8,RMSprop
28,0.03382719957912952,0.6584056,0.9501316,0.008972014404379705,0.6639061,0.9526372,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,4096,0.30000000000000004,0.2,64,<function logcosh at 0x7fdf83cefc20>,128,128,Adam
28,0.09454552476296936,0.7297595,0.9611767,0.08460177689886296,0.6614671,0.9335569,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,2048,0.1,0.4,28,<function logcosh at 0x7fdf83cefc20>,64,128,SGD
43,0.22904488926035155,0.6626673,0.9585654,0.12367574019528713,0.66658145,0.9530411,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,512,0.2,0.2,64,<function binary_crossentropy at 0x7fdf83cefdd0>,8,32,RMSprop
14,0.28717416300835996,0.5820948,0.9433816,0.04720903360854332,0.6410912,0.9429838,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,128,0.30000000000000004,0.2,46,<function binary_crossentropy at 0x7fdf83cefdd0>,32,16,RMSprop
14,0.049113465700874,0.5981734,0.9377043,0.017108228575151506,0.6576022,0.94691944,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,2048,0.1,0.4,28,<function logcosh at 0x7fdf83cefc20>,64,8,RMSprop
11,0.3640325299147123,0.5753144,0.91330445,0.3194719258179489,0.67265916,0.94915336,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,1024,0.30000000000000004,0.1,28,<function binary_crossentropy at 0x7fdf83cefdd0>,8,64,Adam
7,0.03292030913831947,0.3277951,0.9515489,0.007339085707851006,0.57343113,0.95618665,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,64,0.30000000000000004,0.2,46,<function logcosh at 0x7fdf83cefc20>,128,128,Adam
4,0.08425769842146837,0.30625743,0.8905715,0.03135825955639427,0.65409094,0.9392389,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,64,0.4,0.30000000000000004,28,<function logcosh at 0x7fdf83cefc20>,8,32,RMSprop
69,0.2053894341437146,0.70510846,0.95968497,0.1198546783184275,0.67818105,0.9570393,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,4096,0.30000000000000004,0.1,82,<function binary_crossentropy at 0x7fdf83cefdd0>,32,16,Adam
2,0.11834792252708103,0.047030523,0.7181437,0.10429416276170005,0.18942755,0.90727746,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,512,0.5,0.5,10,<function logcosh at 0x7fdf83cefc20>,8,128,SGD
11,0.03538843034284986,0.6987757,0.9625056,0.012402335069007156,0.6637821,0.9571659,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,16,0.1,0.2,46,<function logcosh at 0x7fdf83cefc20>,64,128,SGD
23,0.21198959290079586,0.4552833,0.9645382,0.21223845107598668,0.60977876,0.9570272,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,1024,0.30000000000000004,0.5,82,<function binary_crossentropy at 0x7fdf83cefdd0>,64,8,Adam
4,0.2604245340522941,0.3784088,0.9522217,0.14861446827030605,0.6641953,0.95189023,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,16,0.30000000000000004,0.5,28,<function binary_crossentropy at 0x7fdf83cefdd0>,8,16,Adam
8,1.3327461235706324,0.57898855,0.8945646,0.0243867167086802,0.4198338,0.9234629,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,32,0.2,0.30000000000000004,64,<function binary_crossentropy at 0x7fdf83cefdd0>,32,32,RMSprop
25,0.19062756530131658,0.54577047,0.967948,0.07119557776553992,0.6373411,0.955723,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,2048,0.4,0.5,82,<function binary_crossentropy at 0x7fdf83cefdd0>,32,32,RMSprop
5,0.22526919606997053,0.6752743,0.9638421,0.180651999827854,0.6546962,0.9565236,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,16,0.30000000000000004,0.1,28,<function binary_crossentropy at 0x7fdf83cefdd0>,8,64,SGD
7,0.1188795902136181,0.0022524074,0.57388633,0.0990677360731842,0.20554525,0.8342367,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,4096,0.30000000000000004,0.5,64,<function logcosh at 0x7fdf83cefc20>,64,32,SGD
10,1.0839604192730075,0.02637075,0.7906329,0.032936196870795874,0.6576822,0.94564676,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,32,0.5,0.4,64,<function binary_crossentropy at 0x7fdf83cefdd0>,128,8,RMSprop
5,0.2209226339624943,0.6303041,0.95946985,0.130703503370856,0.6606589,0.95504653,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,64,0.2,0.30000000000000004,10,<function binary_crossentropy at 0x7fdf83cefdd0>,16,128,Adam
11,0.030318881733519886,0.61342245,0.9491811,0.0011198744662265611,0.6708752,0.9493418,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,512,0.5,0.5,46,<function logcosh at 0x7fdf83cefc20>,128,128,RMSprop
16,0.02322612536258236,0.6347395,0.97226036,0.004721850878097713,0.6408924,0.95716393,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,1024,0.2,0.1,82,<function logcosh at 0x7fdf83cefc20>,128,8,Adam
10,0.21796114970035896,0.57500434,0.9652422,0.11735826051392298,0.65014434,0.95752466,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,128,0.30000000000000004,0.1,46,<function binary_crossentropy at 0x7fdf83cefdd0>,8,32,SGD
12,0.2562800864251896,0.6808938,0.9516675,0.1455186171249179,0.67230034,0.9562018,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,64,0.5,0.30000000000000004,82,<function binary_crossentropy at 0x7fdf83cefdd0>,8,128,SGD
5,0.5208546707872255,0.529533,0.9141648,0.43814533574568615,0.65853846,0.94972205,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,1024,0.1,0.2,10,<function binary_crossentropy at 0x7fdf83cefdd0>,16,16,RMSprop
12,0.027935180817596092,0.558218,0.9691626,0.0063768565975125336,0.6542803,0.95826334,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,16,0.2,0.30000000000000004,64,<function logcosh at 0x7fdf83cefc20>,64,8,SGD
4,0.028833756455362125,0.56078565,0.96047944,0.004021961035837431,0.65653557,0.9532589,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,64,0.2,0.1,10,<function logcosh at 0x7fdf83cefc20>,32,16,Adam
7,0.6345000947433749,0.025618915,0.7396012,0.5995054519408224,0.6009774,0.88179415,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,4096,0.2,0.2,64,<function binary_crossentropy at 0x7fdf83cefdd0>,128,32,SGD
24,0.5112752015961133,0.6481001,0.940537,0.03776883596396066,0.6139575,0.95927185,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,128,0.1,0.4,82,<function binary_crossentropy at 0x7fdf83cefdd0>,128,8,RMSprop
27,0.24004100364142045,0.7010093,0.96866864,0.11727302180316893,0.63882685,0.95519364,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,1024,0.1,0.5,82,<function binary_crossentropy at 0x7fdf83cefdd0>,8,16,Adam
37,0.0649045387657096,0.6706087,0.9458302,0.05707281626940677,0.6751523,0.94506264,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,512,0.2,0.2,64,<function logcosh at 0x7fdf83cefc20>,32,128,SGD
28,0.0927815480822838,0.72916555,0.95406973,0.08218854382724328,0.6590521,0.9216223,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,2048,0.1,0.1,28,<function logcosh at 0x7fdf83cefc20>,32,128,SGD
8,0.30846103907177996,0.5298288,0.93066144,0.22166664878810546,0.6693352,0.9503731,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,512,0.5,0.5,28,<function binary_crossentropy at 0x7fdf83cefdd0>,128,64,Adam
7,0.09331598175587068,0.37707353,0.85903305,0.09559079554734318,0.6686716,0.92554516,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,4096,0.30000000000000004,0.2,64,<function logcosh at 0x7fdf83cefc20>,32,16,RMSprop
10,0.029416290368863948,0.62022823,0.9672929,0.003383232032683585,0.64813375,0.9521101,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,16,0.2,0.4,46,<function logcosh at 0x7fdf83cefc20>,8,16,Adam
30,0.03297673307375438,0.6716645,0.95202756,0.005540483155313668,0.674737,0.95501804,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,1024,0.5,0.1,64,<function logcosh at 0x7fdf83cefc20>,64,16,Adam
4,0.22784994659445224,0.56092304,0.96032566,0.07673712840236788,0.65554774,0.95557797,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,32,0.30000000000000004,0.1,10,<function binary_crossentropy at 0x7fdf83cefdd0>,32,128,SGD
46,0.0982491011409724,0.6003953,0.9418313,0.08874524766094986,0.54424405,0.90791285,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,4096,0.4,0.4,46,<function logcosh at 0x7fdf83cefc20>,32,8,SGD
10,0.05576899413481558,0.5148991,0.9093609,0.03110243517469869,0.67602104,0.9462313,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,4096,0.2,0.30000000000000004,28,<function logcosh at 0x7fdf83cefc20>,64,64,Adam
12,0.04060363003545013,0.7388443,0.9721365,0.027090491566809167,0.6616196,0.9513371,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,32,0.5,0.5,28,<function logcosh at 0x7fdf83cefc20>,64,64,SGD
48,0.3925924971100272,0.7322316,0.968971,0.35996833599903033,0.66447085,0.9465337,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,2048,0.30000000000000004,0.1,64,<function binary_crossentropy at 0x7fdf83cefdd0>,64,8,SGD
12,0.05401018491944928,0.67392385,0.917525,0.00033316800085298755,0.62566096,0.87148386,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,64,0.4,0.5,46,<function logcosh at 0x7fdf83cefc20>,128,16,RMSprop
2,0.63810102023693,0.019286904,0.6982069,0.5586134307975466,0.61303204,0.9215758,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,512,0.1,0.5,10,<function binary_crossentropy at 0x7fdf83cefdd0>,64,32,RMSprop
22,0.16710928559404337,0.69184244,0.9795166,0.28082454508536525,0.6012322,0.95912987,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,16,0.1,0.2,82,<function binary_crossentropy at 0x7fdf83cefdd0>,8,8,SGD
10,0.029107861034426374,0.62760913,0.9568901,0.006194852087259339,0.6584855,0.9543226,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,64,0.30000000000000004,0.5,46,<function logcosh at 0x7fdf83cefc20>,128,64,Adam
6,0.11127348547738479,0.0071571777,0.67027676,0.10872775268958874,0.50951546,0.83161545,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,1024,0.30000000000000004,0.2,10,<function logcosh at 0x7fdf83cefc20>,32,64,SGD
13,0.042667422649864284,0.6671118,0.95274013,0.026056545278764623,0.6649611,0.95192313,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,1024,0.2,0.1,28,<function logcosh at 0x7fdf83cefc20>,8,16,Adam
31,0.03135576842533665,0.7205917,0.9756406,0.028722945864635325,0.66281956,0.9549194,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,32,0.30000000000000004,0.2,82,<function logcosh at 0x7fdf83cefc20>,64,16,SGD
82,0.0950630065870274,0.7499772,0.9693932,0.08494464259409773,0.66727644,0.94826066,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,4096,0.30000000000000004,0.2,82,<function logcosh at 0x7fdf83cefc20>,64,8,SGD
14,0.0461016380067983,0.73660016,0.9668192,0.038311634307321894,0.6708712,0.95023125,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,64,0.5,0.4,46,<function logcosh at 0x7fdf83cefc20>,64,8,SGD
25,0.04271209321093775,0.58363307,0.93896556,0.008585677603176953,0.65006626,0.9503666,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,2048,0.4,0.30000000000000004,46,<function logcosh at 0x7fdf83cefc20>,32,64,RMSprop
22,0.10233844425226656,0.4785528,0.801345,0.00047763592357149117,0.45803028,0.7768896,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,16,0.4,0.30000000000000004,46,<function logcosh at 0x7fdf83cefc20>,16,16,RMSprop
5,0.10736993439710077,0.018301599,0.7180544,0.09919082416762376,0.5605632,0.9464541,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,1024,0.2,0.2,28,<function logcosh at 0x7fdf83cefc20>,8,32,SGD
4,0.03209535009336538,0.63839823,0.9595506,0.009250560948130373,0.65583324,0.95256317,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,512,0.2,0.30000000000000004,10,<function logcosh at 0x7fdf83cefc20>,32,16,RMSprop
5,0.056673768814126856,0.04211295,0.89736813,0.00041865423866937584,0.6377949,0.8948828,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,16,0.5,0.30000000000000004,28,<function logcosh at 0x7fdf83cefc20>,128,128,Adam
4,0.053056528206581084,0.54501224,0.9214703,0.0014931600777492032,0.6575988,0.9427421,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,64,0.30000000000000004,0.1,10,<function logcosh at 0x7fdf83cefc20>,16,32,RMSprop
12,0.27765587179786694,0.6204895,0.9531999,0.06662638069760725,0.66618824,0.957075,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,16,0.5,0.2,64,<function binary_crossentropy at 0x7fdf83cefdd0>,64,128,Adam
32,0.23860516739213058,0.6791945,0.9643443,0.19136899272692892,0.65933025,0.9536357,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,1024,0.1,0.4,46,<function binary_crossentropy at 0x7fdf83cefdd0>,16,16,SGD
18,0.03812277070672021,0.61865395,0.9488639,0.0057015775108749545,0.6434854,0.946508,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,512,0.2,0.30000000000000004,64,<function logcosh at 0x7fdf83cefc20>,16,16,RMSprop
15,0.03589666544567709,0.6587722,0.9453493,0.006756100338535522,0.66809416,0.9545196,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,1024,0.2,0.1,46,<function logcosh at 0x7fdf83cefc20>,16,128,Adam
17,0.03652120693558084,0.62638825,0.94821423,0.01224824042880867,0.65804946,0.94819343,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,1024,0.1,0.4,28,<function logcosh at 0x7fdf83cefc20>,32,32,RMSprop
38,0.19014344587215024,0.4477285,0.9704404,0.14846019728015653,0.632375,0.95542806,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,1024,0.5,0.30000000000000004,82,<function binary_crossentropy at 0x7fdf83cefdd0>,32,8,Adam
24,0.03236627397480519,0.6755841,0.9553209,0.01528194191209262,0.64818,0.9500135,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,2048,0.1,0.1,46,<function logcosh at 0x7fdf83cefc20>,32,8,Adam
12,0.21140251572468044,0.4780144,0.96896183,0.05463515861357757,0.64209926,0.95724577,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,32,0.2,0.30000000000000004,46,<function binary_crossentropy at 0x7fdf83cefdd0>,64,8,Adam
12,0.05712462636419964,0.61649954,0.9106915,0.01351217402124186,0.6568476,0.94083405,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,64,0.4,0.4,82,<function logcosh at 0x7fdf83cefc20>,32,8,RMSprop
23,0.18397051680576207,0.62713116,0.96789044,0.16221675576774633,0.6043608,0.95762664,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,2048,0.2,0.2,64,<function binary_crossentropy at 0x7fdf83cefdd0>,128,8,Adam
2,0.2161389752837985,0.0018802567,0.51229876,0.0007513320696294351,0.0017321488,0.5,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,32,0.4,0.4,10,<function logcosh at 0x7fdf83cefc20>,16,128,RMSprop
82,0.0338620563808467,0.72484165,0.9724821,0.019830503517228013,0.6664969,0.9510256,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,1024,0.1,0.2,82,<function logcosh at 0x7fdf83cefc20>,64,64,SGD
5,0.20090115283930016,0.65954894,0.9688977,0.42688544407765433,0.6440101,0.95260084,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,2048,0.2,0.30000000000000004,10,<function binary_crossentropy at 0x7fdf83cefdd0>,128,128,RMSprop
20,0.2983636347354072,0.5552225,0.9460159,0.021049817641015788,0.6223422,0.9499914,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,128,0.2,0.1,82,<function binary_crossentropy at 0x7fdf83cefdd0>,32,64,RMSprop
6,0.21499317413381816,0.6182345,0.9574447,0.17626119465660967,0.649236,0.9518116,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,1024,0.4,0.30000000000000004,28,<function binary_crossentropy at 0x7fdf83cefdd0>,32,128,RMSprop
24,0.04032524619536636,0.7247625,0.9704073,0.02810549664292701,0.6623052,0.95207334,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,64,0.1,0.30000000000000004,46,<function logcosh at 0x7fdf83cefc20>,16,128,SGD
3,0.19390835052585623,0.0021313003,0.54194,0.0012383046621628547,0.15968654,0.84156054,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,64,0.4,0.5,10,<function logcosh at 0x7fdf83cefc20>,64,64,RMSprop
80,0.2403225223252867,0.72444826,0.9763861,0.20080022277852458,0.6599789,0.9528606,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,512,0.2,0.30000000000000004,82,<function binary_crossentropy at 0x7fdf83cefdd0>,8,64,SGD
46,0.0849957454278645,0.57915306,0.9508874,0.07367114457729672,0.5922429,0.94191575,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,2048,0.5,0.4,46,<function logcosh at 0x7fdf83cefc20>,32,8,SGD
17,0.050437829604038316,0.5059203,0.92218506,0.02548308951411935,0.6586057,0.95065826,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,4096,0.2,0.4,28,<function logcosh at 0x7fdf83cefc20>,64,128,RMSprop
13,0.03810423514380724,0.19216652,0.9314676,0.0023153601389671215,0.5558094,0.9556235,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,64,0.5,0.2,82,<function logcosh at 0x7fdf83cefc20>,128,128,Adam
27,0.19117063531500625,0.6981587,0.9709162,0.1322838256245825,0.6682204,0.95467263,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,512,0.1,0.1,64,<function binary_crossentropy at 0x7fdf83cefdd0>,8,64,Adam
8,0.0669730180093659,0.3616489,0.8702635,0.0485579260851631,0.6443801,0.94179475,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,128,0.5,0.2,46,<function logcosh at 0x7fdf83cefc20>,32,32,RMSprop
38,0.19141528262896704,0.5559502,0.9675119,0.11905013198909352,0.6658546,0.95721686,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,4096,0.1,0.5,82,<function binary_crossentropy at 0x7fdf83cefdd0>,128,16,Adam
26,1.1603005016840868,0.18949535,0.8814781,0.006457990483482485,0.6381658,0.8815562,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,64,0.5,0.30000000000000004,82,<function binary_crossentropy at 0x7fdf83cefdd0>,8,32,RMSprop
10,0.03717759497724857,0.71810484,0.96415454,0.03262931076572821,0.6677096,0.9496063,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,4096,0.1,0.1,10,<function logcosh at 0x7fdf83cefc20>,128,8,Adam
12,0.02734629419251139,0.59771353,0.96315545,0.0010814615205773873,0.6468151,0.9338151,<function relu at 0x7fdf812db440>,<function relu at 0x7fdf812db440>,512,0.30000000000000004,0.4,46,<function logcosh at 0x7fdf83cefc20>,32,16,RMSprop
43,0.23293688537957727,0.6616596,0.9541254,0.13072223389168106,0.6487655,0.9498901,<function sigmoid at 0x7fdf812db560>,<function sigmoid at 0x7fdf812db560>,4096,0.2,0.30000000000000004,64,<function binary_crossentropy at 0x7fdf83cefdd0>,128,16,RMSprop
6,0.2956929230981323,0.6760872,0.9568016,0.34535117715235447,0.6691579,0.94726545,<function relu at 0x7fdf812db440>,<function sigmoid at 0x7fdf812db560>,2048,0.2,0.1,10,<function binary_crossentropy at 0x7fdf83cefdd0>,128,8,Adam
18,0.33946819368838277,0.49490172,0.92016196,0.19619611882333174,0.6601078,0.951766,<function sigmoid at 0x7fdf812db560>,<function relu at 0x7fdf812db440>,4096,0.30000000000000004,0.5,46,<function binary_crossentropy at 0x7fdf83cefdd0>,128,64,RMSprop
