round_epochs,loss,mean_absolute_error,r_squared,val_loss,val_mean_absolute_error,val_r_squared,activation1,activation2,batch_size,dropout,epochs,loss,neurons1,neurons2,optimizer
8,0.7122599789912262,0.71226,0.94546187,0.3308888020553115,0.33088884,0.98993546,<function relu at 0x7fd0526c55f0>,None,32,0.1,20,mae,256,256,Adam
40,1.11922173018775,0.7770274,0.94205695,0.25365967150466434,0.4085917,0.9845362,None,<function linear at 0x7fd0526c58c0>,128,0.2,98,mse,32,128,RMSprop
4,1.2334568001032886,0.81816924,0.9367693,0.3882286728908461,0.51239556,0.9782598,None,None,128,0.1,20,mse,64,64,SGD
49,0.6504647499226837,0.6504647,0.951063,0.2888560288377594,0.288856,0.9903068,None,None,16,0.2,124,mae,32,256,Adam
16,1.6806632248499922,0.9695188,0.90540427,0.3454656536705607,0.48608112,0.9779486,None,None,16,0.4,124,mse,64,64,Adam
13,0.938971093390532,0.9389709,0.916715,0.42770932759442126,0.42770934,0.98302996,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,32,0.30000000000000004,46,mae,32,128,SGD
5,0.8163928549809412,0.81639266,0.9311117,0.3297628823575263,0.3297629,0.98884207,None,None,16,0.4,20,mae,64,256,Adam
32,1.3618266288257435,0.87765545,0.9292673,0.29032905049975244,0.4430882,0.9825915,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,64,0.4,46,mse,32,256,Adam
13,1.1422366477150954,1.1422367,0.8834446,0.859377055216589,0.8593771,0.947883,<function relu at 0x7fd0526c55f0>,None,64,0.2,98,mae,128,32,RMSprop
24,1.4827260986235913,0.9105372,0.9235166,0.13343588200568077,0.28654906,0.99205595,None,None,64,0.2,72,mse,128,32,Adam
24,0.7793869178511512,0.77938694,0.9416715,0.4916683631879751,0.49166834,0.9782653,<function relu at 0x7fd0526c55f0>,None,128,0.1,46,mae,128,256,SGD
8,2.0499347713258533,1.0879587,0.8829579,0.24376664117281377,0.41996062,0.98454183,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.2,72,mse,64,32,RMSprop
22,1.862578292889955,1.0338867,0.8676239,0.24729254121974145,0.4168533,0.979879,<function relu at 0x7fd0526c55f0>,None,8,0.2,98,mse,32,32,RMSprop
5,0.7655189939734287,0.7655191,0.92842036,0.7681253018282337,0.7681253,0.8462697,None,<function linear at 0x7fd0526c58c0>,8,0.1,46,mae,64,256,RMSprop
5,1.277014105677908,1.2770143,0.85743254,0.7692027654389495,0.76920277,0.9460185,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,128,0.5,20,mae,64,128,RMSprop
12,1.2440062066677569,0.83051264,0.93432266,0.26854912119310004,0.41044423,0.983489,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,32,0.2,72,mse,128,128,Adam
29,1.596630031219269,0.9442261,0.9184852,0.8073605955588898,0.8022129,0.9517378,None,None,128,0.1,124,mse,256,32,RMSprop
11,1.1370723041515416,0.7894632,0.9340035,0.4477894090906492,0.5862165,0.9700557,None,None,16,0.2,46,mse,32,64,SGD
7,1.903773616591786,1.0522921,0.9017164,0.20529745478796904,0.3720895,0.9878005,<function relu at 0x7fd0526c55f0>,None,64,0.2,20,mse,256,64,RMSprop
48,1.1010997473839685,0.7724346,0.94378823,0.19978963262475102,0.3556739,0.98787266,None,None,128,0.4,124,mse,32,256,RMSprop
19,1.1947099163028727,0.81378156,0.9244362,0.28711123243142467,0.46228853,0.97428674,<function relu at 0x7fd0526c55f0>,None,8,0.1,72,mse,256,64,Adam
8,1.4983574451785455,0.9244303,0.8987002,0.36844969629972296,0.5256974,0.9720344,<function relu at 0x7fd0526c55f0>,None,8,0.30000000000000004,46,mse,256,128,Adam
15,2.5687842773521625,1.2067503,0.8668432,0.18603056702872162,0.3535944,0.9886709,<function relu at 0x7fd0526c55f0>,None,64,0.5,46,mse,128,128,RMSprop
9,1.5455024528543861,0.92692864,0.9167006,0.30033680540982544,0.44355258,0.9815688,<function relu at 0x7fd0526c55f0>,None,32,0.2,72,mse,32,64,SGD
23,0.7399867496013237,0.7399864,0.9316434,0.4728598502500332,0.47285986,0.97217864,None,<function linear at 0x7fd0526c58c0>,8,0.1,72,mae,256,64,Adam
17,1.1073910919562349,1.107391,0.8854394,0.5471466621615279,0.5471466,0.97610897,None,<function linear at 0x7fd0526c58c0>,32,0.30000000000000004,72,mae,32,32,RMSprop
12,1.0913331109755517,0.7636686,0.94366246,0.41912508811423255,0.5541251,0.974219,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,64,0.1,72,mse,256,128,SGD
17,1.021838157433792,0.7315088,0.9442949,0.1448521186212923,0.29915532,0.99115306,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,32,0.2,72,mse,64,256,SGD
14,0.8337840950013825,0.833784,0.9330683,0.5942067116431673,0.59420675,0.9697176,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,32,0.30000000000000004,72,mae,64,256,SGD
32,1.2587857862161922,0.85775864,0.93460274,0.22864608126892194,0.3931263,0.98534924,None,<function linear at 0x7fd0526c58c0>,128,0.30000000000000004,124,mse,64,256,RMSprop
39,1.403828246599542,0.8965904,0.9263681,0.21647981222946003,0.37148643,0.9870978,None,None,64,0.30000000000000004,98,mse,32,64,Adam
15,1.7010314518663214,0.9807871,0.9086968,0.19020772370474065,0.3507659,0.98826903,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,32,0.30000000000000004,98,mse,64,128,RMSprop
20,1.0102698486472106,0.7333048,0.9464826,0.17756387302084378,0.3321853,0.98884636,None,None,32,0.30000000000000004,98,mse,128,256,Adam
4,1.338745027906921,0.8566236,0.9307898,0.4198053556559586,0.53140974,0.9744171,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,64,0.1,20,mse,64,128,SGD
4,1.9802658646869093,1.0693394,0.88798285,0.3302124088827697,0.47790143,0.9787798,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.4,20,mse,256,128,Adam
42,1.2114489953127627,0.8262855,0.9368621,0.18666158159080531,0.34361625,0.9888125,<function relu at 0x7fd0526c55f0>,None,64,0.2,124,mse,64,128,Adam
22,0.6805084033776786,0.68050843,0.9458487,0.3235228690013929,0.32352287,0.99008375,None,None,16,0.1,72,mae,64,128,Adam
21,1.0530350411514593,0.7482219,0.9433796,1.11009973489404,0.9844331,0.9310454,None,<function linear at 0x7fd0526c58c0>,32,0.4,98,mse,128,256,SGD
31,0.7238425113974839,0.7238425,0.9472659,0.3470353753249209,0.34703538,0.9886513,None,None,128,0.1,46,mae,32,64,Adam
9,0.7879296418870274,0.78792965,0.94014907,0.483468324013273,0.48346832,0.9795962,None,None,64,0.4,20,mae,32,256,Adam
12,0.8020549754503928,0.80205524,0.932776,0.6972308606918456,0.697231,0.95987934,None,<function linear at 0x7fd0526c58c0>,16,0.4,72,mae,64,256,SGD
3,1.0665453170395383,1.0665455,0.8825048,0.3814015551291524,0.38140157,0.9860241,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.1,20,mae,64,32,RMSprop
14,0.8294111747070325,0.829411,0.9344936,0.3354447011081144,0.33544466,0.9893936,None,<function linear at 0x7fd0526c58c0>,32,0.4,46,mae,128,128,Adam
24,1.0583437336411285,1.0583438,0.89061636,0.2936498448084493,0.29364985,0.99158573,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,32,0.30000000000000004,124,mae,64,64,RMSprop
27,3.2757341507838076,1.3599038,0.8284101,0.27591258388340606,0.45163414,0.9834009,<function relu at 0x7fd0526c55f0>,None,64,0.30000000000000004,98,mse,64,32,Adam
10,0.924362858338716,0.68068326,0.93981594,0.9284400824230358,0.887181,0.9012586,None,None,8,0.1,98,mse,128,256,SGD
9,2.065713488519748,1.0756534,0.8927399,0.7600221750967658,0.7787143,0.9536802,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,64,0.2,72,mse,256,32,SGD
3,1.0770552228121963,1.0770553,0.8871928,0.6351074102769856,0.63510746,0.96660477,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.30000000000000004,20,mae,256,128,RMSprop
7,1.0466550556757979,0.7411337,0.9324109,0.8550686024919859,0.853953,0.9362462,<function relu at 0x7fd0526c55f0>,None,8,0.1,46,mse,32,128,SGD
9,0.8734648493106735,0.87346476,0.91193473,0.7421569696398406,0.7421569,0.943273,None,<function linear at 0x7fd0526c58c0>,8,0.2,46,mae,128,64,RMSprop
18,1.4023913758806095,1.4023914,0.81854415,0.6358446419642687,0.6358447,0.97049505,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,128,0.4,46,mae,256,64,Adam
35,0.7554437726407459,0.75544375,0.94583803,0.3482792516056087,0.34827924,0.98936623,None,None,128,0.30000000000000004,98,mae,256,128,Adam
27,1.0770424045274782,0.7496373,0.94410795,0.21565067058357643,0.37491378,0.9870635,None,<function linear at 0x7fd0526c58c0>,128,0.1,98,mse,64,64,SGD
18,1.1478850751533864,1.1478848,0.83302957,0.7299736330525332,0.7299737,0.9591265,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,64,0.1,46,mae,64,32,SGD
36,1.0236398820860897,1.0236399,0.90330833,0.6536963883425797,0.6536964,0.96732825,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,32,0.4,124,mae,32,128,Adam
9,1.5154852061275712,1.5154855,0.71302557,0.5251625616851833,0.5251626,0.9644332,<function relu at 0x7fd0526c55f0>,None,8,0.5,46,mae,64,64,Adam
9,1.7794791394315401,1.0194095,0.9069749,0.31790665545528146,0.48121893,0.9811276,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,64,0.30000000000000004,46,mse,256,128,RMSprop
10,2.228561702878724,1.112105,0.8826292,0.3951323819483376,0.53069174,0.9757759,<function relu at 0x7fd0526c55f0>,None,32,0.4,72,mse,128,64,SGD
12,2.304862812881858,1.1455728,0.86738783,0.13593111087990667,0.2958184,0.991443,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.2,46,mse,64,32,Adam
26,0.8693530261263794,0.86935306,0.9309854,0.5121393835436948,0.5121394,0.9777427,None,<function linear at 0x7fd0526c58c0>,128,0.1,124,mae,256,32,SGD
7,2.7569441843882165,1.2531532,0.85075736,0.2024210061768646,0.36876372,0.987512,None,<function linear at 0x7fd0526c58c0>,32,0.4,20,mse,64,32,RMSprop
11,0.9797672688506032,0.97976726,0.912473,0.5619387889016024,0.5619388,0.97462374,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,64,0.5,20,mae,256,256,Adam
26,1.0647707567870162,1.0647709,0.8944302,0.687915273094823,0.6879152,0.96530545,None,None,32,0.30000000000000004,124,mae,128,32,Adam
5,2.9489386464904386,1.3102696,0.8050637,0.5471301524149376,0.6493022,0.959062,None,<function linear at 0x7fd0526c58c0>,8,0.4,20,mse,128,32,Adam
18,1.085257509080306,0.75718975,0.93801755,1.2320911017820475,1.0469265,0.91806537,None,<function linear at 0x7fd0526c58c0>,16,0.5,124,mse,64,256,SGD
38,0.8430210874685299,0.8430211,0.92722815,0.7998410082563051,0.79984105,0.9525267,None,None,16,0.4,124,mae,64,64,SGD
20,1.2812832722328193,0.8447938,0.93352,0.2754746629072366,0.41697937,0.9835106,<function relu at 0x7fd0526c55f0>,None,64,0.2,46,mse,256,128,Adam
18,1.158817813444987,0.7968142,0.9271769,0.4405671954154968,0.56806964,0.955823,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.2,124,mse,128,64,SGD
29,0.8277217403521874,0.8277217,0.9329606,0.8577283441885869,0.8577283,0.94748,None,<function linear at 0x7fd0526c58c0>,32,0.4,124,mae,256,128,Adam
8,4.675669367582339,1.621571,0.75777483,0.12658359910914377,0.2726184,0.9923878,<function relu at 0x7fd0526c55f0>,None,128,0.30000000000000004,20,mse,128,32,RMSprop
34,1.2547417933704288,1.2547423,0.82389927,1.3019531819944188,1.3019534,0.8468045,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.5,124,mae,128,32,SGD
24,1.557507393216561,0.93954724,0.91386116,0.6647516890653907,0.74868566,0.9571664,None,<function linear at 0x7fd0526c58c0>,16,0.30000000000000004,98,mse,256,64,RMSprop
16,1.3768756585772306,1.3768758,0.8058389,0.5953550358927276,0.595355,0.97042996,<function relu at 0x7fd0526c55f0>,None,16,0.4,98,mae,32,64,RMSprop
14,0.9141958766917843,0.678349,0.951362,0.1496879141567523,0.30411923,0.99081,None,<function linear at 0x7fd0526c58c0>,32,0.2,72,mse,256,256,Adam
7,1.3326862747129289,0.8609936,0.9246176,0.2504570609627136,0.40318558,0.9841177,None,<function linear at 0x7fd0526c58c0>,16,0.2,20,mse,32,64,RMSprop
8,2.297735978224401,1.1528473,0.8812385,0.1984310104400256,0.35401246,0.98808885,None,<function linear at 0x7fd0526c58c0>,128,0.30000000000000004,20,mse,64,32,RMSprop
8,1.1087228003146792,1.108723,0.87988734,0.48283398104305997,0.48283395,0.9788152,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.4,46,mae,128,128,Adam
37,0.8534927593134944,0.85349274,0.9335069,0.5295924760956259,0.52959245,0.9778373,None,None,128,0.5,124,mae,32,256,RMSprop
44,0.9548317645948958,0.6970408,0.9510137,0.1398533936211541,0.30268395,0.991778,None,<function linear at 0x7fd0526c58c0>,128,0.30000000000000004,124,mse,128,256,Adam
25,0.676863236483929,0.6768632,0.94743234,0.329237238077224,0.32923725,0.98808956,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.1,124,mae,128,256,SGD
9,0.9699147097431471,0.9699149,0.9139092,0.4311805154884373,0.4311805,0.9832927,None,None,32,0.30000000000000004,46,mae,64,64,RMSprop
16,1.5975611311990998,0.95063066,0.91804636,0.9282513237968255,0.8860757,0.9441267,None,<function linear at 0x7fd0526c58c0>,128,0.2,72,mse,32,32,SGD
12,1.1099537609996586,0.77257806,0.94067895,0.19741709957542591,0.36953932,0.98793584,None,None,32,0.4,46,mse,256,256,Adam
6,0.8504738599390576,0.8504738,0.90745664,0.37832828024171006,0.37832835,0.98367256,<function relu at 0x7fd0526c55f0>,None,8,0.1,20,mae,32,64,RMSprop
11,0.7600838312969256,0.7600839,0.9383751,0.5314911689365421,0.5314912,0.97222126,None,<function linear at 0x7fd0526c58c0>,16,0.30000000000000004,72,mae,32,256,RMSprop
15,0.8432344036955668,0.8432341,0.92045534,0.4351095511466601,0.43510965,0.8590535,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.4,98,mae,256,256,SGD
10,1.5942131930028514,1.5942131,0.7615106,0.48705108440218337,0.48705107,0.9803263,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,64,0.4,20,mae,32,32,Adam
24,1.0142778466069364,0.7329895,0.94765484,0.6578712588508296,0.7382093,0.9603671,None,<function linear at 0x7fd0526c58c0>,64,0.1,72,mse,64,256,RMSprop
25,0.7735227220537705,0.77352273,0.92752373,0.5328899531816521,0.53288996,0.97110844,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.2,124,mae,256,256,RMSprop
37,1.0425477987937344,1.042548,0.8864024,0.47953670880595395,0.47953668,0.97908306,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.5,98,mae,256,128,RMSprop
22,0.7697677520294125,0.7697677,0.941429,0.44224063672007613,0.44224063,0.98183066,None,<function linear at 0x7fd0526c58c0>,32,0.4,98,mae,128,256,SGD
10,0.8696320974493148,0.8696321,0.927729,0.664910060557501,0.66491,0.9642521,None,<function linear at 0x7fd0526c58c0>,32,0.1,72,mae,128,32,RMSprop
27,0.9791676683684746,0.9791675,0.90826035,0.6291949631936394,0.62919503,0.96925175,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,32,0.4,72,mae,32,128,SGD
10,1.0317079819189077,1.031708,0.9050837,1.249619511395491,1.2496195,0.8760394,None,None,128,0.5,46,mae,64,128,RMSprop
16,0.8339266139536818,0.8339266,0.9344324,0.4420460974524306,0.4420461,0.982565,None,None,64,0.4,46,mae,256,256,SGD
15,0.898646035166086,0.898646,0.90844023,0.568804119362519,0.5688041,0.96744066,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.4,72,mae,256,256,Adam
5,1.1342217145681988,1.1342217,0.8585982,0.46986580924309673,0.4698657,0.9764519,None,None,8,0.30000000000000004,20,mae,256,32,Adam
43,1.329841297192529,0.85420406,0.9246114,1.3674897380660942,1.1209273,0.9105832,None,None,16,0.30000000000000004,124,mse,128,64,RMSprop
22,1.156584467192238,0.7997799,0.9354919,1.0941385582392156,0.90406114,0.9309998,None,<function linear at 0x7fd0526c58c0>,16,0.30000000000000004,98,mse,32,128,RMSprop
13,1.5038832102517539,0.92509675,0.91898626,0.19418520075069323,0.3551585,0.9881806,None,None,32,0.5,46,mse,128,128,Adam
4,1.4939192770091632,0.9234468,0.90107185,0.5837373220220915,0.65765345,0.95776266,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.2,20,mse,64,128,RMSprop
24,0.931592052371144,0.931592,0.895832,0.4327841881435558,0.4327842,0.9782901,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.30000000000000004,98,mae,32,64,SGD
18,0.7973289172259097,0.79732895,0.9400717,0.49482238238875,0.49482235,0.9794181,None,<function linear at 0x7fd0526c58c0>,128,0.5,46,mae,128,256,Adam
15,0.7066780396747427,0.70667803,0.9455523,0.6608211025427481,0.6608211,0.96222174,None,None,16,0.1,98,mae,32,256,RMSprop
6,1.6447139936953505,0.9700348,0.9053593,0.9931017283526823,0.855887,0.93394977,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.4,46,mse,64,256,RMSprop
8,3.07402384594601,1.3313711,0.82771015,1.72756857473748,1.2476994,0.8798156,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.5,46,mse,256,32,SGD
22,0.7203159868161085,0.72031605,0.9485487,0.34577908721788203,0.34577906,0.98910844,None,None,128,0.2,46,mae,256,256,SGD
15,0.7305636096041116,0.7305636,0.9467258,0.3639817500222079,0.36398178,0.9878176,None,None,64,0.1,46,mae,256,64,Adam
18,2.058824439085167,1.0767684,0.88964236,0.19360556078414615,0.34401086,0.98798573,None,None,32,0.5,46,mse,128,64,Adam
17,1.0830505047944565,1.0830504,0.8891842,0.6377346666348976,0.6377347,0.96667945,None,<function linear at 0x7fd0526c58c0>,32,0.5,72,mae,32,64,SGD
11,1.0703603353563054,0.7653518,0.94091064,0.8000588761495414,0.8031887,0.9468869,None,<function linear at 0x7fd0526c58c0>,16,0.2,20,mse,64,256,RMSprop
18,1.5612611922295645,0.9330302,0.9167199,0.5285887402013516,0.650387,0.9676985,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,32,0.2,72,mse,128,32,SGD
40,0.8980282695744379,0.68119115,0.9510905,0.44143327323900655,0.5854631,0.9723733,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.1,124,mse,32,256,RMSprop
20,1.5757190790896298,0.94763243,0.91747797,0.15179672157791343,0.31455237,0.9908571,<function relu at 0x7fd0526c55f0>,None,128,0.30000000000000004,98,mse,128,128,RMSprop
45,0.9417622564099823,0.6944436,0.95205015,0.24233421965861698,0.39621937,0.98497,None,None,128,0.30000000000000004,98,mse,64,256,Adam
14,1.4890996289516123,0.9137581,0.922943,0.23666637348805808,0.3961883,0.9858287,<function relu at 0x7fd0526c55f0>,None,64,0.30000000000000004,72,mse,32,128,SGD
10,2.5776949865116316,1.1998074,0.8618811,0.14711289444168857,0.2981936,0.99045235,<function relu at 0x7fd0526c55f0>,None,32,0.2,46,mse,128,32,Adam
27,0.7045069300491391,0.7045071,0.9372088,0.3106988978237923,0.31069893,0.9886509,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.1,124,mae,64,256,RMSprop
30,4.374847862253359,1.5611688,0.77516496,0.25817752106464203,0.41640574,0.9846913,<function relu at 0x7fd0526c55f0>,None,128,0.5,124,mse,32,64,Adam
14,0.9558355633336877,0.9558356,0.91275704,0.5045199224695933,0.5045199,0.9792921,None,<function linear at 0x7fd0526c58c0>,32,0.5,46,mae,256,128,Adam
10,0.8800730016193115,0.88007313,0.90634185,0.4002310664605341,0.40023097,0.98045725,None,None,8,0.30000000000000004,72,mae,256,64,SGD
29,1.4862684318835298,0.920115,0.9220676,0.17366211274407517,0.33463103,0.9897965,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,64,0.30000000000000004,124,mse,64,128,Adam
20,2.087418843569444,1.0908159,0.8893038,0.856195988558216,0.86762655,0.9485933,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,32,0.30000000000000004,124,mse,128,64,Adam
10,0.9017468389057325,0.90174663,0.916985,0.5125000780242291,0.5125001,0.9769222,None,None,16,0.30000000000000004,46,mae,32,64,Adam
13,1.0141276972490008,0.7350577,0.9429552,1.8070182921385927,1.2990986,0.885536,None,None,16,0.2,98,mse,32,256,RMSprop
25,0.6636826234717204,0.66368264,0.9532102,0.3016086351252571,0.3016086,0.9913939,None,<function linear at 0x7fd0526c58c0>,64,0.2,124,mae,64,256,Adam
42,1.8772185152116927,1.0339925,0.8931345,0.12978958898554,0.28341618,0.99130327,None,None,16,0.5,98,mse,128,64,RMSprop
8,1.4915887314551355,0.9214148,0.89799476,0.17031256163295183,0.32972482,0.98795384,None,None,8,0.4,46,mse,128,128,RMSprop
16,0.9462637610107888,0.9462637,0.9174296,0.3090866868033097,0.30908668,0.9911522,None,<function linear at 0x7fd0526c58c0>,64,0.4,72,mae,64,128,RMSprop
12,0.7515216620924919,0.7515214,0.9394736,0.5455039382384539,0.545504,0.9731113,None,None,16,0.2,72,mae,64,256,RMSprop
10,1.8284651217974273,1.0175498,0.90527695,0.37183091387522677,0.5020245,0.9783881,<function relu at 0x7fd0526c55f0>,None,128,0.5,72,mse,64,256,SGD
7,1.3769589314731732,0.8926749,0.9225512,5.639216960149209,2.190659,0.6352619,None,None,16,0.2,20,mse,256,128,RMSprop
16,1.3473238410132735,0.8624132,0.92382145,0.1200049887190554,0.27229986,0.9923433,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.1,98,mse,32,32,Adam
16,1.2606370657101034,0.8368462,0.91356355,0.19564882719691667,0.3433504,0.98509264,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.2,124,mse,32,128,RMSprop
29,0.8043633110195626,0.80436325,0.9325303,0.389048486611644,0.3890485,0.9856018,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.1,124,mae,256,64,Adam
22,0.7906429058318425,0.7906427,0.92452204,0.7226236511030262,0.7226235,0.9516992,None,<function linear at 0x7fd0526c58c0>,8,0.30000000000000004,98,mae,128,128,Adam
9,1.7188462877394892,0.9903845,0.9027151,0.22027482442204624,0.38171303,0.98570555,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.5,46,mse,64,256,Adam
23,1.1380004445003997,0.78139377,0.9418341,0.395220991854743,0.5450843,0.9759986,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,64,0.30000000000000004,124,mse,128,256,SGD
22,1.6334007710496483,0.95430046,0.9160787,0.6172150611608346,0.6466215,0.9634925,None,None,128,0.30000000000000004,46,mse,64,64,RMSprop
23,1.4481628675193883,0.89898336,0.9233041,0.3881790662861301,0.51918983,0.97582626,None,None,32,0.5,124,mse,32,64,SGD
19,1.2929441849239,0.8544069,0.9314802,0.12937322729866338,0.28485128,0.99220425,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,32,0.1,124,mse,128,64,RMSprop
15,2.7224792210705915,1.2529817,0.8550402,0.264289122671898,0.41012678,0.98366135,None,None,32,0.4,124,mse,256,32,RMSprop
7,0.8261042265592742,0.8261044,0.915677,0.38200387405757175,0.38200378,0.98424494,None,None,8,0.1,20,mae,64,32,Adam
6,2.8461296201207253,1.2770795,0.8012643,0.33240460374016256,0.5004934,0.9751678,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.4,46,mse,64,64,RMSprop
25,0.7485262584241393,0.7485263,0.94553137,0.39820359939915334,0.39820355,0.9860974,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,128,0.1,72,mae,256,128,Adam
3,1.69340018107792,0.9889597,0.9060003,0.6513459866794991,0.6607041,0.9585989,None,<function linear at 0x7fd0526c58c0>,16,0.2,20,mse,64,32,RMSprop
25,0.8336548751142694,0.8336552,0.9208918,0.5970766906275438,0.59707683,0.9642631,<function relu at 0x7fd0526c55f0>,None,8,0.30000000000000004,72,mae,256,256,RMSprop
25,0.8673740916579734,0.86737394,0.9069419,0.30324488077691125,0.30324492,0.9895525,None,<function linear at 0x7fd0526c58c0>,8,0.2,124,mae,32,32,Adam
15,1.3188525170365868,1.3188528,0.786102,0.7464149132808229,0.74641484,0.94814295,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.30000000000000004,124,mae,64,32,RMSprop
11,1.2659183172374786,1.2659184,0.85429734,0.5317416734673907,0.5317416,0.9780321,None,<function linear at 0x7fd0526c58c0>,32,0.4,72,mae,128,32,Adam
20,0.8360990378389528,0.8360989,0.93059933,0.49174979073468505,0.4917498,0.9789626,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.2,98,mae,256,128,Adam
4,1.1566886043932805,0.7936431,0.9149142,0.26543770814587786,0.4163289,0.979659,None,<function linear at 0x7fd0526c58c0>,8,0.2,20,mse,32,128,Adam
10,1.85964509205256,1.0429479,0.90337104,0.3769376333760892,0.5095868,0.9774338,None,<function linear at 0x7fd0526c58c0>,128,0.5,46,mse,32,128,RMSprop
19,1.3099564081839932,0.8498927,0.9284962,0.8681108469887727,0.8595477,0.9426438,None,<function linear at 0x7fd0526c58c0>,16,0.5,124,mse,64,64,SGD
9,1.4395564788473776,0.9142284,0.9265741,0.41702362592279507,0.51865387,0.9750462,None,<function linear at 0x7fd0526c58c0>,128,0.2,46,mse,32,64,Adam
7,0.8648905347119559,0.8648905,0.9342722,0.5988174908317239,0.5988175,0.96471065,None,None,64,0.1,20,mae,64,64,RMSprop
23,0.8553432455196333,0.85534316,0.9256333,0.888557903115421,0.8885579,0.9420733,None,<function linear at 0x7fd0526c58c0>,16,0.5,124,mae,128,256,RMSprop
9,1.1603723670892336,1.1603726,0.8404827,0.8736032800534509,0.8736033,0.93194723,None,<function linear at 0x7fd0526c58c0>,8,0.5,46,mae,256,32,SGD
17,0.8695132324916008,0.86951315,0.9235139,0.4343122671070271,0.43431225,0.9822181,<function relu at 0x7fd0526c55f0>,None,16,0.1,72,mae,128,32,SGD
24,1.4153983014634952,0.882639,0.9253839,0.9158929523173089,0.89641535,0.9438189,<function relu at 0x7fd0526c55f0>,None,32,0.2,124,mse,256,64,SGD
13,1.2984080694558966,0.84913176,0.9198908,1.6251558743534993,1.2036273,0.8687072,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.5,72,mse,32,256,SGD
