round_epochs,loss,mean_absolute_error,r_squared,val_loss,val_mean_absolute_error,val_r_squared,activation1,activation2,batch_size,dropout,epochs,loss,neurons1,neurons2,optimizer
13,0.9834121777608902,0.9834122,0.9100031,0.5819735502819983,0.5819735,0.97265244,None,<function linear at 0x7fd0526c58c0>,32,0.4,46,mae,64,64,Adam
6,1.062534952209196,0.75759274,0.9394116,0.2640060586665608,0.4325436,0.98369825,None,None,16,0.2,20,mse,256,256,Adam
3,1.7676928690472733,1.0147066,0.9041259,3.7694263366759495,1.8923542,0.76970625,<function relu at 0x7fd0526c55f0>,None,32,0.30000000000000004,20,mse,256,256,RMSprop
36,1.177951652130098,0.7976684,0.9395749,0.35018086958146794,0.50577956,0.97914386,None,None,128,0.5,124,mse,256,256,SGD
6,1.3260336781680533,1.3260337,0.8239584,1.3904546251684495,1.3904545,0.8674441,<function relu at 0x7fd0526c55f0>,None,16,0.4,20,mae,256,64,RMSprop
11,1.2612605398241195,0.8381739,0.9230686,0.14963969601734498,0.31267074,0.9901724,<function relu at 0x7fd0526c55f0>,None,16,0.2,72,mse,128,256,RMSprop
11,3.0028463726431966,1.296647,0.83912736,0.1779195064548445,0.3417614,0.98878956,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,32,0.4,46,mse,64,64,Adam
6,1.0076801921600402,0.70786715,0.9288473,0.23559969280999885,0.40059644,0.9828901,None,None,8,0.1,46,mse,64,256,SGD
35,1.0205668446570761,1.0205669,0.9063022,0.4402104600692172,0.4402105,0.98332953,<function relu at 0x7fd0526c55f0>,None,128,0.4,124,mae,256,128,Adam
17,2.0431092128701085,1.0775367,0.86410713,0.7466990081236002,0.8005813,0.93625593,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.30000000000000004,72,mse,64,64,Adam
7,1.0351947193129574,0.7498445,0.93357676,0.6415866763408782,0.6987593,0.9451886,None,<function linear at 0x7fd0526c58c0>,8,0.1,46,mse,256,128,Adam
32,0.6746576198892537,0.6746576,0.9523235,0.4835888524760511,0.48358884,0.9799556,None,<function linear at 0x7fd0526c58c0>,128,0.1,124,mae,128,256,SGD
17,0.8114408929536058,0.811441,0.9320704,0.9878367256902949,0.9878368,0.92280424,None,<function linear at 0x7fd0526c58c0>,16,0.2,98,mae,128,128,RMSprop
50,0.819957159352161,0.8199572,0.93581235,0.3370790634951796,0.33707908,0.9895448,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,32,0.2,124,mae,32,128,RMSprop
67,0.8530203192996413,0.85302025,0.93045044,0.3849894043823397,0.3849894,0.9862768,None,<function linear at 0x7fd0526c58c0>,64,0.30000000000000004,98,mae,32,64,SGD
21,2.1081932831659875,1.0833086,0.8899629,1.0664212313516415,0.95800656,0.9356493,None,None,64,0.5,124,mse,256,32,SGD
11,0.9750333281014307,0.97503334,0.9098241,0.9594097367527792,0.95940983,0.93022835,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.5,72,mae,128,256,Adam
45,0.8584874716727181,0.6571036,0.95133114,0.43823595254200576,0.57222134,0.97099024,<function relu at 0x7fd0526c55f0>,None,16,0.1,98,mse,32,256,SGD
19,0.8950661991085411,0.8950662,0.9255217,0.3560765861253975,0.35607663,0.98879737,None,<function linear at 0x7fd0526c58c0>,128,0.30000000000000004,46,mae,64,64,Adam
5,1.4753154390843062,1.4753153,0.7961014,0.4803927770855734,0.48039275,0.97856295,None,<function linear at 0x7fd0526c58c0>,64,0.5,46,mae,128,32,RMSprop
9,0.9247998978446559,0.92480016,0.92141175,0.3331188348964967,0.33311886,0.9890018,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,32,0.1,20,mae,128,32,RMSprop
10,0.7347539553104365,0.734754,0.9462067,0.3597226650800985,0.35972267,0.98830444,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,64,0.1,46,mae,256,128,Adam
21,1.4432523054425448,1.4432523,0.80149364,1.0804203089419122,1.0804203,0.9221563,<function relu at 0x7fd0526c55f0>,None,64,0.30000000000000004,72,mae,32,32,RMSprop
11,2.4506536025531824,1.1860422,0.8730555,0.8348878708165601,0.8139989,0.9508551,None,<function linear at 0x7fd0526c58c0>,128,0.4,98,mse,128,32,SGD
12,0.7823233739160905,0.7823231,0.9251328,0.5432347117105403,0.5432348,0.95857555,<function relu at 0x7fd0526c55f0>,None,8,0.30000000000000004,46,mae,256,256,SGD
35,1.1746470664293711,1.1746472,0.8733865,0.744962646379966,0.7449627,0.95786613,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,128,0.5,124,mae,256,128,SGD
23,1.2773707754233816,0.83698595,0.93446016,0.229536184843453,0.38664135,0.9863865,None,None,128,0.5,98,mse,64,256,SGD
9,0.9772690820481638,0.71667784,0.93483007,0.1718268500426553,0.3247711,0.98684824,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.1,46,mse,128,256,SGD
8,0.9931417964493652,0.9931417,0.90925616,0.6217091433350712,0.6217092,0.96559495,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,32,0.4,20,mae,32,256,SGD
3,1.2353552286659286,1.235355,0.8579733,0.8434696921376558,0.84346974,0.94354266,None,None,32,0.5,20,mae,256,64,RMSprop
33,0.7642903286486586,0.76429045,0.9284066,0.6585973046434114,0.6585975,0.95972335,None,<function linear at 0x7fd0526c58c0>,8,0.4,124,mae,64,128,SGD
5,0.8989688996241394,0.8989692,0.91867054,0.7807527390344418,0.78075284,0.95088637,None,<function linear at 0x7fd0526c58c0>,16,0.5,20,mae,128,256,Adam
19,1.3128480202470219,1.312848,0.84393746,0.5779620531450276,0.5779621,0.97443646,<function relu at 0x7fd0526c55f0>,None,64,0.4,72,mae,128,64,Adam
58,1.0265465342867062,1.0265464,0.9026966,0.2957838863874397,0.29578388,0.99190295,<function relu at 0x7fd0526c55f0>,None,128,0.4,124,mae,64,128,Adam
12,0.920559288840662,0.68415153,0.93741155,0.3321711738881893,0.48768637,0.9750052,None,<function linear at 0x7fd0526c58c0>,8,0.1,72,mse,32,128,Adam
17,0.8843083175513783,0.6593358,0.94987357,0.11955374264017454,0.27715686,0.992529,None,<function linear at 0x7fd0526c58c0>,16,0.1,98,mse,64,256,Adam
20,1.5964104285980303,1.5964104,0.759054,0.43763096943396745,0.43763098,0.9844845,<function relu at 0x7fd0526c55f0>,None,64,0.4,98,mae,32,32,RMSprop
8,1.2844289947708751,0.84224766,0.9282109,0.256455452393732,0.42277178,0.9832349,None,None,16,0.1,46,mse,32,32,RMSprop
3,1.9451071873269312,1.9451075,0.55126727,0.7008825888348487,0.70088273,0.94674695,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.4,20,mae,64,32,Adam
7,1.2452184968423399,0.8213565,0.91695744,0.2005178174571582,0.36445835,0.9854738,None,<function linear at 0x7fd0526c58c0>,8,0.30000000000000004,46,mse,256,64,SGD
10,1.610455177920263,1.0167059,0.91755074,0.44310443059585436,0.5603039,0.9723394,None,<function linear at 0x7fd0526c58c0>,128,0.1,72,mse,256,256,RMSprop
12,2.012693846296516,1.0682958,0.89601845,0.16533712047082846,0.32496306,0.99016297,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,64,0.4,46,mse,256,128,Adam
9,1.2619056218351925,1.2619057,0.8561849,0.6844679349970333,0.684468,0.9659647,<function relu at 0x7fd0526c55f0>,None,128,0.5,46,mae,256,128,RMSprop
11,1.1823636552254158,0.79445016,0.9388077,0.30931087561439446,0.43219435,0.9820333,None,None,128,0.1,20,mse,32,64,RMSprop
6,2.5965530850100658,1.2082579,0.8644539,0.5424924911279442,0.6369592,0.96720016,None,None,64,0.4,20,mse,256,32,SGD
10,1.4695269266764324,1.469527,0.8046847,0.8012295023582321,0.80122954,0.95512027,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,64,0.5,46,mae,256,64,RMSprop
15,0.6712519220116787,0.67125183,0.9514147,0.34848130879499034,0.3484813,0.9884017,None,None,32,0.1,72,mae,256,128,Adam
14,1.6399180792569104,0.96638024,0.8907579,0.6905837980672953,0.7515935,0.94420594,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.2,98,mse,256,64,Adam
23,1.5504959960728,0.93812156,0.9109628,0.16432259610221295,0.32814953,0.98978245,<function relu at 0x7fd0526c55f0>,None,16,0.2,124,mse,64,64,Adam
6,1.1453382148896363,1.1453382,0.8857925,0.664922912960397,0.6649229,0.9647718,None,None,64,0.5,46,mae,256,128,RMSprop
31,0.9134645385697698,0.91346437,0.91326225,0.43713443435341726,0.4371344,0.98330635,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.1,124,mae,256,32,Adam
4,1.1184941135896678,1.1184938,0.87522805,0.5194371810212361,0.5194372,0.9744081,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.4,20,mae,256,128,RMSprop
33,2.4838237206343377,1.1776036,0.8707568,0.2871563101595196,0.462436,0.98278254,None,None,64,0.4,124,mse,64,32,RMSprop
10,1.3947533857175312,0.8991574,0.9036234,0.9848969223536972,0.9152531,0.9197909,None,<function linear at 0x7fd0526c58c0>,8,0.5,72,mse,256,256,Adam
27,1.2749737204890619,0.84876966,0.9343922,0.13254318944689383,0.29343212,0.9921929,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,128,0.1,124,mse,64,64,RMSprop
24,2.731656593119724,1.2464478,0.8515936,0.17891248872263976,0.3348242,0.9888305,None,<function linear at 0x7fd0526c58c0>,32,0.4,72,mse,32,32,Adam
11,1.6006091560116251,0.9558042,0.90853316,0.3831509894630441,0.53290886,0.97490066,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.30000000000000004,98,mse,64,128,RMSprop
8,1.0625864649041412,0.7485477,0.9311681,0.28558028349758,0.41839683,0.9777503,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.1,46,mse,128,128,SGD
17,0.8356423096397957,0.83564234,0.93268853,0.38757746631351064,0.38757747,0.9860425,None,None,64,0.1,98,mae,64,32,RMSprop
3,3.7052436738422707,1.4436597,0.80150735,0.7900895834238212,0.7668088,0.9510036,<function relu at 0x7fd0526c55f0>,None,32,0.5,20,mse,64,64,SGD
36,2.0512101284217996,1.0826505,0.8925239,0.14474384400901083,0.2956393,0.99125487,None,None,64,0.5,124,mse,128,64,Adam
8,1.676201783771531,1.676201,0.66296524,0.41546015969517536,0.4154601,0.9783036,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.4,72,mae,64,32,RMSprop
3,0.8797546591770862,0.87975454,0.92314357,0.5848656685572984,0.58486575,0.9707126,None,<function linear at 0x7fd0526c58c0>,16,0.1,20,mae,32,32,RMSprop
26,0.8284963212142666,0.82849634,0.93376756,0.507164726744387,0.5071647,0.9780917,None,<function linear at 0x7fd0526c58c0>,64,0.30000000000000004,72,mae,32,128,SGD
3,2.1762685930455916,1.1287836,0.882287,1.3454515204741777,1.0785078,0.9169455,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,32,0.4,20,mse,128,128,SGD
5,1.2744236786149132,0.84221685,0.9300184,0.16083649641773232,0.32257476,0.98975337,<function relu at 0x7fd0526c55f0>,None,16,0.2,20,mse,64,256,RMSprop
17,0.6940643131682386,0.6940647,0.9409786,0.5833349932599013,0.58333504,0.9649767,None,<function linear at 0x7fd0526c58c0>,8,0.2,98,mae,256,256,SGD
14,1.6729132534590083,0.969399,0.91036093,0.23153018911051695,0.3810222,0.9861613,<function relu at 0x7fd0526c55f0>,None,32,0.5,46,mse,32,256,Adam
29,1.4546980147042246,1.4546981,0.8031339,0.35375701049111496,0.35375702,0.988903,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,128,0.5,98,mae,32,64,RMSprop
17,1.7724162583334957,1.013863,0.9012721,0.5247652432450323,0.63422924,0.96672755,None,<function linear at 0x7fd0526c58c0>,16,0.4,98,mse,256,64,RMSprop
6,1.5643832894884195,0.9506396,0.92017406,0.7852992262043749,0.7717515,0.95553064,<function relu at 0x7fd0526c55f0>,None,128,0.2,20,mse,32,128,SGD
16,1.1055441849104322,1.105544,0.84634835,0.680325637956236,0.68032557,0.9542512,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.5,124,mae,32,128,RMSprop
9,0.7351817620619563,0.7351817,0.94428957,0.33103514013656377,0.33103514,0.9900097,None,None,64,0.1,20,mae,128,64,Adam
4,1.3714655585163624,1.3714654,0.80775166,0.3972720678719118,0.39727208,0.98365635,<function relu at 0x7fd0526c55f0>,None,16,0.30000000000000004,20,mae,128,32,Adam
27,1.0868501969572848,1.0868505,0.88643515,0.8997356824358215,0.8997357,0.94229144,<function relu at 0x7fd0526c55f0>,None,32,0.2,124,mae,256,32,RMSprop
21,2.107255091396199,1.1083817,0.8575163,0.8990628974970523,0.84876317,0.92962176,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.5,124,mse,64,128,Adam
6,0.8627997591295316,0.8627995,0.92814225,0.516614593313187,0.51661456,0.9758747,None,None,32,0.2,20,mae,32,128,SGD
17,1.3236700565103154,0.86459327,0.91375774,2.446111028942513,1.487279,0.807242,<function relu at 0x7fd0526c55f0>,None,8,0.30000000000000004,124,mse,64,64,SGD
11,1.5557607853685627,0.9716964,0.92126864,0.347328523615413,0.49581861,0.97964305,None,<function linear at 0x7fd0526c58c0>,128,0.1,72,mse,256,64,RMSprop
17,1.0281604929835844,1.0281606,0.90422314,0.49965373327446844,0.4996537,0.98001564,<function relu at 0x7fd0526c55f0>,None,64,0.30000000000000004,72,mae,256,128,RMSprop
16,0.960134382567434,0.96013427,0.9137002,0.3881085010468287,0.38810855,0.9854406,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,32,0.5,46,mae,32,256,Adam
8,1.1402120676153893,0.7882533,0.9395263,1.7367219238733331,1.2742515,0.89289004,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,32,0.1,46,mse,64,256,RMSprop
20,1.7666059314850733,1.7666059,0.7017622,1.1959027783865315,1.1959027,0.8956372,<function relu at 0x7fd0526c55f0>,None,64,0.5,72,mae,32,32,SGD
10,1.587403292571012,1.5874032,0.7626856,0.3622813264484061,0.3622813,0.9885662,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,64,0.5,46,mae,64,64,RMSprop
29,1.1956477139944541,1.1956477,0.87548256,0.6590506800410441,0.65905064,0.96156526,<function relu at 0x7fd0526c55f0>,None,128,0.30000000000000004,46,mae,32,64,SGD
12,1.752874819478107,1.0003784,0.90821385,0.8105429571046248,0.8420909,0.9508053,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,64,0.2,46,mse,128,64,RMSprop
11,1.1151405825667506,1.1151404,0.8602664,0.32330322538084155,0.32330316,0.98515445,<function relu at 0x7fd0526c55f0>,None,8,0.2,72,mae,64,32,Adam
7,0.8434618377301327,0.84346193,0.93160796,0.5645285391377003,0.5645286,0.9711341,None,<function linear at 0x7fd0526c58c0>,32,0.1,46,mae,64,64,RMSprop
25,1.5064627510496273,0.92017597,0.89046973,0.4097371781518174,0.5681727,0.9534651,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.1,98,mse,128,32,Adam
6,1.4081078528144584,0.8938386,0.925405,0.19254370770389823,0.3526201,0.98812634,None,<function linear at 0x7fd0526c58c0>,32,0.4,20,mse,256,128,Adam
11,1.5039396020090106,0.92810243,0.922782,0.4335338128205078,0.5583247,0.97374034,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,128,0.4,72,mse,256,256,SGD
16,0.9367186805269696,0.9367184,0.9087536,0.3485943238433812,0.3485943,0.9880439,None,<function linear at 0x7fd0526c58c0>,16,0.30000000000000004,98,mae,128,64,RMSprop
21,2.4683000848291283,1.1912618,0.87558603,0.7751259410892598,0.8071432,0.9552736,None,None,128,0.5,46,mse,64,64,RMSprop
14,1.1445850921546736,1.1445853,0.8830282,0.3661130130560081,0.36611298,0.9874773,None,<function linear at 0x7fd0526c58c0>,64,0.5,46,mae,128,64,Adam
36,0.759102893593556,0.7591029,0.9436154,0.38329067247715815,0.38329068,0.9870719,<function relu at 0x7fd0526c55f0>,None,128,0.1,72,mae,32,64,Adam
24,1.5663921418485245,1.5663917,0.61522,0.7701161869761637,0.77011627,0.94669336,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.5,124,mae,32,32,Adam
10,1.1097768300968878,1.1097773,0.8766225,0.740204567295703,0.7402046,0.9571053,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.30000000000000004,46,mae,128,64,SGD
17,0.699477728794347,0.69947773,0.94843996,0.396402014566598,0.39640203,0.9852856,None,<function linear at 0x7fd0526c58c0>,32,0.1,46,mae,256,128,SGD
12,1.1921778995673267,1.1921772,0.8300998,0.3974622475239816,0.3974622,0.9173525,<function relu at 0x7fd0526c55f0>,None,8,0.5,72,mae,128,128,RMSprop
3,1.5510316375608257,0.94419026,0.8943355,0.35640753398630476,0.4995245,0.97031295,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,8,0.1,20,mse,32,32,Adam
7,0.7009859803473171,0.7009858,0.935359,0.2900673449039459,0.29006737,0.98770505,None,None,8,0.1,46,mae,128,256,Adam
13,0.9811257180569029,0.70787376,0.9496485,0.20999938717141378,0.36999786,0.9874877,None,<function linear at 0x7fd0526c58c0>,128,0.2,72,mse,256,256,SGD
28,0.9481582657779244,0.9481582,0.9190935,0.4256781780961943,0.4256782,0.9841097,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,128,0.30000000000000004,98,mae,64,128,Adam
7,0.9918974227476565,0.7147809,0.9492819,0.2854837452315854,0.4400872,0.9834365,None,<function linear at 0x7fd0526c58c0>,128,0.1,20,mse,128,256,Adam
28,0.6332236002621963,0.6332236,0.95586175,0.2978111095810582,0.29781112,0.9915405,None,None,128,0.1,98,mae,64,256,Adam
31,0.8026942623379475,0.8026942,0.9407452,0.4320728723001803,0.4320729,0.9846347,None,None,64,0.2,124,mae,128,256,RMSprop
12,1.0103930134809653,1.010393,0.9042774,0.6896376909843686,0.6896376,0.9603852,<function relu at 0x7fd0526c55f0>,None,32,0.5,72,mae,64,256,SGD
21,1.0184332888393306,0.7394151,0.9456873,0.130742719998209,0.28332853,0.9917116,None,None,32,0.4,124,mse,64,256,Adam
7,1.0237778885269488,1.023778,0.9075656,0.8317804754991295,0.8317805,0.9483006,None,None,128,0.30000000000000004,46,mae,32,64,RMSprop
6,0.7082825042212586,0.7082828,0.9436735,0.3838008572231835,0.38380092,0.9840972,None,None,16,0.1,46,mae,256,128,SGD
40,0.7605567271169512,0.7605567,0.94410264,0.29603395767459484,0.29603398,0.9915744,None,None,64,0.30000000000000004,124,mae,256,128,Adam
57,0.8800039526969321,0.66641295,0.95065224,0.7740798976028477,0.80661815,0.94657755,None,None,16,0.2,124,mse,256,128,SGD
11,1.2049680274861458,0.81386006,0.9377416,0.557434829443895,0.66231495,0.9667565,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,64,0.30000000000000004,98,mse,128,256,SGD
9,1.4974108296395157,1.4974108,0.7991262,1.4330288882180207,1.433029,0.873064,<function relu at 0x7fd0526c55f0>,None,128,0.5,46,mae,128,64,RMSprop
14,0.9535717818320455,0.7078947,0.93838656,0.20667839847488273,0.37631187,0.9831214,<function relu at 0x7fd0526c55f0>,None,8,0.1,46,mse,256,256,Adam
21,1.1712920334098498,1.1712918,0.87222445,0.6513354124387822,0.6513354,0.9649814,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,64,0.30000000000000004,46,mae,256,64,SGD
14,0.9651762280452039,0.7097378,0.9466936,0.21311539172722577,0.38087225,0.9854169,None,<function linear at 0x7fd0526c58c0>,16,0.2,72,mse,128,256,Adam
27,0.7990119061902785,0.7990119,0.93963456,0.2974067024937064,0.2974067,0.99190766,None,<function linear at 0x7fd0526c58c0>,64,0.4,124,mae,32,256,Adam
15,1.011981652690962,1.0119816,0.91080046,0.46834890258500594,0.4683489,0.9823197,<function relu at 0x7fd0526c55f0>,None,128,0.4,46,mae,128,256,RMSprop
21,0.8138759198382914,0.8138758,0.9254404,0.8158575659680851,0.8158575,0.89823043,None,None,8,0.30000000000000004,72,mae,256,128,RMSprop
36,1.0276426059700252,1.0276427,0.8951311,0.8360024465933341,0.83600247,0.94575244,<function relu at 0x7fd0526c55f0>,<function linear at 0x7fd0526c58c0>,16,0.30000000000000004,124,mae,64,64,RMSprop
30,0.9256944211991386,0.9256944,0.92232966,0.3291217818620781,0.32912177,0.9896863,None,None,64,0.30000000000000004,98,mae,32,64,Adam
18,1.0117191188511352,1.0117193,0.8782124,0.9681963110615922,0.96819615,0.91741645,None,<function linear at 0x7fd0526c58c0>,8,0.4,124,mae,128,64,RMSprop
15,2.171499758882984,1.1233478,0.8868853,0.31977447820301785,0.46899688,0.98073995,None,<function linear at 0x7fd0526c58c0>,64,0.5,72,mse,128,64,Adam
28,0.8877373930253246,0.66237664,0.9536475,0.13237902374084592,0.289306,0.99196297,None,<function linear at 0x7fd0526c58c0>,64,0.1,72,mse,128,128,Adam
