round_epochs,loss,mean_absolute_error,r_squared,val_loss,val_mean_absolute_error,val_r_squared,activation1,activation2,batch_size,dropout,epochs,loss,neurons1,neurons2,optimizer
18,1.0501573599426295,0.73834777,0.9457056,0.2374210502977565,0.40147462,0.9855817,None,None,64,0.30000000000000004,46,mse,64,256,Adam
34,0.9159365348941295,0.66844493,0.9536234,0.16370591174802715,0.325042,0.990206,None,None,128,0.1,46,mse,64,128,Adam
12,1.0530622541348342,1.0530621,0.865736,0.3480898800472105,0.34808987,0.98290426,<function relu at 0x7fba53cba7a0>,<function linear at 0x7fba53cbaa70>,8,0.4,72,mae,128,128,Adam
16,0.8726172077140129,0.872617,0.90611005,0.6009199103975403,0.60091984,0.9558303,None,None,8,0.4,124,mae,128,128,Adam
24,0.7524815673439861,0.7524816,0.94443566,0.35382546561835315,0.35382548,0.9883417,<function relu at 0x7fba53cba7a0>,<function linear at 0x7fba53cbaa70>,64,0.2,98,mae,32,256,Adam
3,2.335918804768084,1.1542751,0.8767563,0.41905278236548466,0.5382225,0.9739106,None,<function linear at 0x7fba53cbaa70>,32,0.30000000000000004,20,mse,32,32,SGD
18,0.9883455037817902,0.7208106,0.9446099,0.17006467888236854,0.32320642,0.9892588,None,<function linear at 0x7fba53cbaa70>,16,0.30000000000000004,124,mse,64,256,Adam
15,1.0942206829659913,1.0942205,0.86631614,0.6960725777574371,0.69607264,0.95052826,<function relu at 0x7fba53cba7a0>,None,8,0.30000000000000004,46,mae,32,32,SGD
27,0.974167152506199,0.7125226,0.93671453,0.27491769115556175,0.44266325,0.9775701,None,None,8,0.5,124,mse,128,256,SGD
48,1.1058283320314506,1.1058283,0.88441104,0.5225702202616104,0.5225702,0.97682446,None,None,64,0.4,124,mae,64,32,SGD
20,2.212254621094824,1.1291838,0.8863867,0.27269072834040725,0.43365908,0.9835845,None,<function linear at 0x7fba53cbaa70>,128,0.5,46,mse,256,64,Adam
43,0.7243086135518865,0.7243087,0.9476228,0.3953299042064503,0.39532992,0.9853368,None,None,64,0.2,124,mae,64,128,SGD
14,2.5462670949073645,1.2016798,0.8577797,1.6276636293187368,1.1697403,0.89637595,None,None,16,0.4,72,mse,128,32,RMSprop
15,1.9180586803657105,1.0568132,0.89348996,0.16471760799061363,0.3312907,0.98926866,<function relu at 0x7fba53cba7a0>,<function linear at 0x7fba53cbaa70>,16,0.4,98,mse,256,128,RMSprop
7,0.9049970020269114,0.904997,0.9260833,0.948170124273537,0.9481701,0.9193488,None,<function linear at 0x7fba53cbaa70>,128,0.2,46,mae,32,64,RMSprop
17,1.5806290320262149,0.95041007,0.8933782,0.24529665896908692,0.42141128,0.9804304,None,<function linear at 0x7fba53cbaa70>,8,0.5,98,mse,128,128,RMSprop
19,1.0497124166787934,1.0497125,0.8889915,0.3025664383751544,0.30256644,0.99015576,<function relu at 0x7fba53cba7a0>,None,16,0.30000000000000004,72,mae,32,64,Adam
8,3.6931626786611362,1.4390323,0.80242246,0.20481910894605967,0.3662897,0.9869299,None,<function linear at 0x7fba53cbaa70>,32,0.5,46,mse,128,32,Adam
16,1.8608872094227158,1.0349891,0.9024144,0.4380179658431232,0.5873717,0.9728637,<function relu at 0x7fba53cba7a0>,None,32,0.2,98,mse,32,32,RMSprop
13,0.9686548719980436,0.96865475,0.9118015,0.48558755296347644,0.4855875,0.97837967,<function relu at 0x7fba53cba7a0>,None,32,0.30000000000000004,46,mae,256,128,SGD
10,0.9540213274440086,0.7060712,0.9456847,0.2502045361640491,0.40185776,0.9833913,<function relu at 0x7fba53cba7a0>,<function linear at 0x7fba53cbaa70>,16,0.1,72,mse,256,256,Adam
23,1.2522542023678975,0.835721,0.9331064,0.2787905525475,0.45181206,0.9824758,None,<function linear at 0x7fba53cbaa70>,32,0.4,98,mse,256,256,RMSprop
27,0.8766704894305286,0.8766705,0.92891634,0.9782467257088517,0.9782467,0.9332488,None,<function linear at 0x7fba53cbaa70>,32,0.5,98,mae,64,256,RMSprop
5,1.4780214821715998,0.92732984,0.92448115,1.390953655705764,1.0167549,0.9182095,None,<function linear at 0x7fba53cbaa70>,64,0.2,46,mse,128,256,RMSprop
16,4.038316770970973,1.501212,0.784032,0.17138136523033642,0.3266173,0.9894228,<function relu at 0x7fba53cba7a0>,<function linear at 0x7fba53cbaa70>,32,0.4,46,mse,64,32,Adam
10,2.412501339592905,1.1586381,0.8678579,0.9097897702361337,0.8428734,0.9428778,<function relu at 0x7fba53cba7a0>,None,16,0.4,98,mse,256,32,SGD
30,0.6503950948933609,0.65039504,0.9490676,0.33410659651051255,0.3341066,0.98856556,None,<function linear at 0x7fba53cbaa70>,16,0.1,98,mae,128,256,SGD
19,0.7742350823399978,0.77423507,0.92517203,0.41689429931662153,0.41689432,0.97812265,None,<function linear at 0x7fba53cbaa70>,8,0.5,72,mae,256,256,SGD
10,1.3144191959533174,0.85806745,0.92515254,1.2082028020316269,1.003193,0.92222685,None,<function linear at 0x7fba53cbaa70>,16,0.5,20,mse,256,256,Adam
17,0.9351077120722705,0.93510765,0.92017674,0.2971252364444948,0.29712525,0.9914066,None,None,64,0.5,72,mae,128,128,Adam
3,0.8680140116236996,0.8680141,0.910271,0.4612617605695875,0.46126184,0.9604229,None,None,8,0.4,20,mae,32,256,RMSprop
8,0.8594623643832251,0.8594619,0.90708846,0.46931120060367454,0.46931124,0.9760415,<function relu at 0x7fba53cba7a0>,<function linear at 0x7fba53cbaa70>,8,0.1,72,mae,32,64,RMSprop
26,0.700157014670465,0.70015705,0.9489839,0.28017963438755233,0.28017962,0.99223334,None,<function linear at 0x7fba53cbaa70>,64,0.1,46,mae,128,64,Adam
6,1.0485992929104326,1.0485994,0.9005257,0.630862237637522,0.6308623,0.9675045,<function relu at 0x7fba53cba7a0>,None,64,0.5,46,mae,32,256,RMSprop
33,0.7696170174438535,0.7696171,0.94149387,0.30446660202459075,0.3044666,0.9909571,<function relu at 0x7fba53cba7a0>,<function linear at 0x7fba53cbaa70>,32,0.1,124,mae,128,128,RMSprop
4,1.0842752010262144,0.76310277,0.93919426,0.31949301548386266,0.45341137,0.9801081,None,None,16,0.30000000000000004,20,mse,64,256,Adam
5,1.374742949888603,0.87670887,0.92676896,0.5859668465419494,0.68609357,0.96335644,<function relu at 0x7fba53cba7a0>,None,32,0.2,20,mse,256,128,SGD
10,1.160314438755579,0.7960089,0.9254318,0.9931910807607406,0.93638945,0.9258299,<function relu at 0x7fba53cba7a0>,None,8,0.30000000000000004,98,mse,32,256,SGD
39,0.9344647665262424,0.9344647,0.89929366,0.3768691279952736,0.37686914,0.97728926,<function relu at 0x7fba53cba7a0>,None,8,0.4,124,mae,64,128,RMSprop
21,1.2602697328756785,0.8336928,0.9332552,0.6571578302717102,0.7388559,0.95881695,None,<function linear at 0x7fba53cbaa70>,32,0.5,124,mse,32,128,SGD
17,0.9335114915963448,0.93351126,0.8934797,0.627026185090601,0.6270262,0.95379543,<function relu at 0x7fba53cba7a0>,<function linear at 0x7fba53cbaa70>,8,0.4,72,mae,128,128,SGD
8,1.7959023641265985,1.0031132,0.9088695,0.3480855969220198,0.4810921,0.9790288,None,<function linear at 0x7fba53cbaa70>,128,0.5,46,mse,32,128,SGD
30,1.2800020199897837,0.84300536,0.9330891,0.5130473929657086,0.6421828,0.9688282,<function relu at 0x7fba53cba7a0>,None,64,0.5,124,mse,128,256,SGD
25,1.1088013104506729,1.1088012,0.8768562,0.28776305496827204,0.2877631,0.99079573,<function relu at 0x7fba53cba7a0>,<function linear at 0x7fba53cbaa70>,16,0.2,124,mae,32,32,Adam
15,0.8456040487337961,0.84560394,0.9256709,0.41789150527314733,0.4178915,0.98226565,<function relu at 0x7fba53cba7a0>,None,16,0.2,98,mae,128,128,Adam
22,1.137838766876169,0.7833434,0.9366488,1.7226010614808471,1.2502364,0.8858229,None,<function linear at 0x7fba53cbaa70>,16,0.2,98,mse,128,32,SGD
11,1.1077598070471442,0.76966363,0.92570555,0.44550224405379113,0.58655244,0.9619785,None,<function linear at 0x7fba53cbaa70>,8,0.2,72,mse,32,64,SGD
8,1.323257794918096,0.8665616,0.93024623,0.6856654498969997,0.6596382,0.9603362,None,None,128,0.30000000000000004,46,mse,32,256,RMSprop
13,0.9682386115610447,0.9682387,0.9135211,0.7147766478174696,0.71477664,0.9600157,None,None,32,0.2,98,mae,256,32,SGD
17,0.7849319155080728,0.78493196,0.9203213,0.5783168062668622,0.5783168,0.96035045,<function relu at 0x7fba53cba7a0>,<function linear at 0x7fba53cbaa70>,8,0.2,72,mae,128,128,SGD
12,0.8155785826326326,0.8155786,0.93539995,0.7040758322646871,0.7040759,0.9546404,<function relu at 0x7fba53cba7a0>,<function linear at 0x7fba53cbaa70>,32,0.1,72,mae,128,256,RMSprop
15,0.8651654366419617,0.8651654,0.93035376,0.29599234461784363,0.29599234,0.9913916,None,<function linear at 0x7fba53cbaa70>,32,0.4,72,mae,128,256,RMSprop
34,0.688128649986225,0.68812865,0.95186436,0.3165085524253329,0.31650856,0.99045295,None,None,128,0.1,124,mae,64,64,Adam
16,2.942633904143852,1.2873838,0.79727244,0.4059951528065899,0.557321,0.9674341,<function relu at 0x7fba53cba7a0>,None,8,0.30000000000000004,124,mse,128,32,Adam
38,0.7095544462086691,0.7095547,0.9445063,0.4454913549713841,0.4454913,0.9816981,None,<function linear at 0x7fba53cbaa70>,16,0.2,124,mae,128,128,SGD
14,1.2066245456182725,1.2066243,0.85726905,0.3873889806846464,0.38738897,0.9843124,<function relu at 0x7fba53cba7a0>,<function linear at 0x7fba53cbaa70>,16,0.4,72,mae,32,64,Adam
16,0.9918194798416157,0.9918195,0.9082996,0.36487876440547656,0.36487877,0.9870294,<function relu at 0x7fba53cba7a0>,<function linear at 0x7fba53cbaa70>,32,0.5,46,mae,32,256,Adam
7,5.053279559221988,1.6691681,0.72588766,0.9562374992510535,0.88242245,0.94053143,<function relu at 0x7fba53cba7a0>,<function linear at 0x7fba53cbaa70>,32,0.5,20,mse,32,32,RMSprop
5,1.0910120287924323,1.0910121,0.85923314,0.8041572942152518,0.8041572,0.9388752,None,None,8,0.30000000000000004,46,mae,128,32,SGD
18,2.1339790036457895,1.082702,0.8870101,0.7622650509225057,0.8049864,0.9529436,None,None,32,0.5,72,mse,32,64,Adam
32,1.1412780161526772,1.1412779,0.87896025,0.6373981079990654,0.6373981,0.9668237,<function relu at 0x7fba53cba7a0>,<function linear at 0x7fba53cbaa70>,64,0.2,98,mae,32,32,SGD
